"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"B.I.1. - Pořízení materiálu","B.I. - Zásoby","","","1","","Asset","CZK"
"111 - Pořízení materiálu","B.I.1. - Pořízení materiálu","111","","0","","Asset","CZK"
"B.I.2. - Materiál na skladě","B.I. - Zásoby","","","1","","Asset","CZK"
"112 - Materiál na skladě","B.I.2. - Materiál na skladě","112","","0","","Asset","CZK"
"B.I.3. - Materiál na cestě","B.I. - Zásoby","","","1","","Asset","CZK"
"119 - Materiál na cestě","B.I.3. - Materiál na cestě","119","","0","","Asset","CZK"
"B.I.4. - Nedokončená výroba","B.I. - Zásoby","","","1","","Asset","CZK"
"121 - Nedokončená výroba","B.I.4. - Nedokončená výroba","121","","0","","Asset","CZK"
"B.I.5. - Polotovary vlastní výroby","B.I. - Zásoby","","","1","","Asset","CZK"
"122 - Polotovary vlastní výroby","B.I.5. - Polotovary vlastní výroby","122","","0","","Asset","CZK"
"B.I.6. - Výrobky","B.I. - Zásoby","","","1","","Asset","CZK"
"123 - Výrobky","B.I.6. - Výrobky","123","","0","","Asset","CZK"
"B.I.7. - Pořízení zboží","B.I. - Zásoby","","","1","","Asset","CZK"
"131 - Pořízení zboží","B.I.7. - Pořízení zboží","131","","0","","Asset","CZK"
"B.I.8. - Zboží na skladě","B.I. - Zásoby","","","1","","Asset","CZK"
"132 - Zboží na skladě","B.I.8. - Zboží na skladě","132","","0","","Asset","CZK"
"B.I.9. - Zboží na cestě","B.I. - Zásoby","","","1","","Asset","CZK"
"138 - Zboží na cestě","B.I.9. - Zboží na cestě","138","","0","","Asset","CZK"
"B.III. - Krátkodobý finanční majetek","B. - Oběžná aktiva","","","1","","Asset","CZK"
"C.I.1. - Jmění účetní jednotky","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"401 - Jmění účetní jednotky","C.I.1. - Jmění účetní jednotky","401","","0","","Equity","CZK"
"C.I.2. - Fond privatizace","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"402 - Fond privatizace","C.I.2. - Fond privatizace","402","","0","","Equity","CZK"
"C.I.3. - Transfery na pořízení dlouhodobého majetku","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"403 - Transfery na pořízení dlouhodobého majetku","C.I.3. - Transfery na pořízení dlouhodobého majetku","403","","0","","Equity","CZK"
"C.I.4. - Kurzové rozdíly","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"405 - Kurzové rozdíly","C.I.4. - Kurzové rozdíly","405","","0","","Equity","CZK"
"C.I.5. - Oceňovací rozdíly při prvotním použití metody","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"406 - Oceňovací rozdíly při prvotním použití metody","C.I.5. - Oceňovací rozdíly při prvotním použití metody","406","","0","","Equity","CZK"
"C.I.6. - Jiné oceňovací rozdíly","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"407 - Jiné oceňovací rozdíly","C.I.6. - Jiné oceňovací rozdíly","407","","0","","Equity","CZK"
"C.I.7. - Opravy předcházejících účetních období","C.I. - Jmění účetní jednotky a upravující položky","","","1","","Equity","CZK"
"408 - Opravy předcházejících účetních období","C.I.7. - Opravy předcházejících účetních období","408","","0","","Equity","CZK"
"C.III. - Výsledek hospodaření","C. - Vlastní kapitál","","","1","","Equity","CZK"
"D.I.1. - Rezervy","D.I. - Rezervy","","","1","","Liability","CZK"
"441 - Rezervy","D.I.1. - Rezervy","441","","0","","Liability","CZK"
"D.III. - Krátkodobé závazky","D. - Cizí zdroje","","","1","","Liability","CZK"
"PASIVA - Pasiva celkem","Liabilities - Pasiva - 负债","","","1","","Liability","CZK"
"A.I.1. - Spotřeba materiálu","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"501 - Spotřeba materiálu","A.I.1. - Spotřeba materiálu","501","","0","","Expense","CZK"
"A.I.2. - Spotřeba energie","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"502 - Spotřeba energie","A.I.2. - Spotřeba energie","502","","0","","Expense","CZK"
"A.I.3. - Spotřeba jiných neskladovatelných dodávek","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"503 - Spotřeba jiných neskladovatelných dodávek","A.I.3. - Spotřeba jiných neskladovatelných dodávek","503","","0","","Expense","CZK"
"A.I.4. - Prodané zboží","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"504 - Prodané zboží","A.I.4. - Prodané zboží","504","","0","","Expense","CZK"
"A.I.5. - Aktivace dlouhodobého majetku","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"506 - Aktivace dlouhodobého majetku","A.I.5. - Aktivace dlouhodobého majetku","506","","0","","Expense","CZK"
"A.I.6. - Aktivace oběžného majetku","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"507 - Aktivace oběžného majetku","A.I.6. - Aktivace oběžného majetku","507","","0","","Expense","CZK"
"A.I.7. - Změna stavu zásob vlastní výroby","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"508 - Změna stavu zásob vlastní výroby","A.I.7. - Změna stavu zásob vlastní výroby","508","","0","","Expense","CZK"
"A.I.8. - Opravy a udržování","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"511 - Opravy a udržování","A.I.8. - Opravy a udržování","511","","0","","Expense","CZK"
"A.I.9. - Cestovné","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"512 - Cestovné","A.I.9. - Cestovné","512","","0","","Expense","CZK"
"A.III. - Náklady na transfery","A. - NÁKLADY CELKEM","","","1","","Expense","CZK"
"A.V.1. - Daň z příjmů","A.V. - Daň z příjmů","","","1","","Expense","CZK"
"591 - Daň z příjmů","A.V.1. - Daň z příjmů","591","","0","","Expense","CZK"
"A.V.2. - Dodatečné odvody daně z příjmů","A.V. - Daň z příjmů","","","1","","Expense","CZK"
"595 - Dodatečné odvody daně z příjmů","A.V.2. - Dodatečné odvody daně z příjmů","595","","0","","Expense","CZK"
"B.I.1. - Výnosy z prodeje vlastních výrobků","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"601 - Výnosy z prodeje vlastních výrobků","B.I.1. - Výnosy z prodeje vlastních výrobků","601","","0","","Income","CZK"
"B.I.2. - Výnosy z prodeje služeb","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"602 - Výnosy z prodeje služeb","B.I.2. - Výnosy z prodeje služeb","602","","0","","Income","CZK"
"B.I.3. - Výnosy z pronájmu","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"603 - Výnosy z pronájmu","B.I.3. - Výnosy z pronájmu","603","","0","","Income","CZK"
"B.I.4. - Výnosy z prodaného zboží","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"604 - Výnosy z prodaného zboží","B.I.4. - Výnosy z prodaného zboží","604","","0","","Income","CZK"
"B.I.5. - Výnosy ze správních poplatků","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"605 - Výnosy ze správních poplatků","B.I.5. - Výnosy ze správních poplatků","605","","0","","Income","CZK"
"B.I.6. - Výnosy z místních poplatků","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"606 - Výnosy z místních poplatků","B.I.6. - Výnosy z místních poplatků","606","","0","","Income","CZK"
"B.I.7. - Výnosy ze soudních poplatků","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"607 - Výnosy ze soudních poplatků","B.I.7. - Výnosy ze soudních poplatků","607","","0","","Income","CZK"
"B.I.8. - Jiné výnosy z vlastních výkonů","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"609 - Jiné výnosy z vlastních výkonů","B.I.8. - Jiné výnosy z vlastních výkonů","609","","0","","Income","CZK"
"B.I.9. - Smluvní pokuty a úroky z prodlení","B.I. - Výnosy z činnosti","","","1","","Income","CZK"
"641 - Smluvní pokuty a úroky z prodlení","B.I.9. - Smluvní pokuty a úroky z prodlení","641","","0","","Income","CZK"
"B.III. - Výnosy z daní a poplatků","B. - VÝNOSY CELKEM","","","1","","Income","CZK"
"B.V.1. - Výnosy ze sdílené daně z příjmů fyzických osob","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"681 - Výnosy ze sdílené daně z příjmů fyzických osob","B.V.1. - Výnosy ze sdílené daně z příjmů fyzických osob","681","","0","","Income","CZK"
"B.V.2. - Výnosy ze sdílené daně z příjmů právnických osob","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"682 - Výnosy ze sdílené daně z příjmů právnických osob","B.V.2. - Výnosy ze sdílené daně z příjmů právnických osob","682","","0","","Income","CZK"
"B.V.3. - Výnosy ze sdílené daně z přidané hodnoty","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"684 - Výnosy ze sdílené daně z přidané hodnoty","B.V.3. - Výnosy ze sdílené daně z přidané hodnoty","684","","0","","Income","CZK"
"B.V.4. - Výnosy ze sdílených spotřebních daní","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"685 - Výnosy ze sdílených spotřebních daní","B.V.4. - Výnosy ze sdílených spotřebních daní","685","","0","","Income","CZK"
"B.V.5. - Výnosy ze sdílených majetkových daní","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"686 - Výnosy ze sdílených majetkových daní","B.V.5. - Výnosy ze sdílených majetkových daní","686","","0","","Income","CZK"
"B.V.6. - Výnosy z ostatních sdílených daní a poplatků","B.V. - Výnosy ze sdílených daní a poplatků","","","1","","Income","CZK"
"688 - Výnosy z ostatních sdílených daní a poplatků","B.V.6. - Výnosy z ostatních sdílených daní a poplatků","688","","0","","Income","CZK"
"A.II.1. - Pozemky","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"031 - Pozemky","A.II.1. - Pozemky","031","","0","","Asset","CZK"
"A.II.2. - Kulturní předměty","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"032 - Kulturní předměty","A.II.2. - Kulturní předměty","032","","0","","Asset","CZK"
"A.II.3. - Stavby","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"021 - Stavby","A.II.3. - Stavby","021","","0","","Asset","CZK"
"A.II.4. - Samostatné hmotné movité věci a soubory hmotných movitých věcí","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"022 - Samostatné hmotné movité věci a soubory hmotných movitých věcí","A.II.4. - Samostatné hmotné movité věci a soubory hmotných movitých věcí","022","","0","","Asset","CZK"
"A.II.5. - Pěstitelské celky trvalých porostů","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"025 - Pěstitelské celky trvalých porostů","A.II.5. - Pěstitelské celky trvalých porostů","025","","0","","Asset","CZK"
"A.II.6. - Drobný dlouhodobý hmotný majetek","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"028 - Drobný dlouhodobý hmotný majetek","A.II.6. - Drobný dlouhodobý hmotný majetek","028","","0","","Asset","CZK"
"A.II.7. - Ostatní dlouhodobý hmotný majetek","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"029 - Ostatní dlouhodobý hmotný majetek","A.II.7. - Ostatní dlouhodobý hmotný majetek","029","","0","","Asset","CZK"
"A.II.8. - Nedokončený dlouhodobý hmotný majetek","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"042 - Nedokončený dlouhodobý hmotný majetek","A.II.8. - Nedokončený dlouhodobý hmotný majetek","042","","0","","Asset","CZK"
"A.II.9. - Poskytnuté zálohy na dlouhodobý hmotný majetek","A.II. - Dlouhodobý hmotný majetek","","","1","","Asset","CZK"
"052 - Poskytnuté zálohy na dlouhodobý hmotný majetek","A.II.9. - Poskytnuté zálohy na dlouhodobý hmotný majetek","052","","0","","Asset","CZK"
"A.IV.1. - Poskytnuté návratné finanční výpomoci dlouhodobé","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"462 - Poskytnuté návratné finanční výpomoci dlouhodobé","A.IV.1. - Poskytnuté návratné finanční výpomoci dlouhodobé","462","","0","","Asset","CZK"
"A.IV.2. - Dlouhodobé pohledávky z postoupených úvěrů","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"464 - Dlouhodobé pohledávky z postoupených úvěrů","A.IV.2. - Dlouhodobé pohledávky z postoupených úvěrů","464","","0","","Asset","CZK"
"A.IV.3. - Dlouhodobé poskytnuté zálohy","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"465 - Dlouhodobé poskytnuté zálohy","A.IV.3. - Dlouhodobé poskytnuté zálohy","465","","0","","Asset","CZK"
"A.IV.4. - Dlouhodobé pohledávky z ručení","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"466 - Dlouhodobé pohledávky z ručení","A.IV.4. - Dlouhodobé pohledávky z ručení","466","","0","","Asset","CZK"
"A.IV.5. - Ostatní dlouhodobé pohledávky","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"469 - Ostatní dlouhodobé pohledávky","A.IV.5. - Ostatní dlouhodobé pohledávky","469","","0","","Asset","CZK"
"A.IV.6. - Dlouhodobé poskytnuté zálohy na transfery","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"471 - Dlouhodobé poskytnuté zálohy na transfery","A.IV.6. - Dlouhodobé poskytnuté zálohy na transfery","471","","0","","Asset","CZK"
"A.IV.7. - Dlouhodobé zprostředkování transferů","A.IV. - Dlouhodobé pohledávky","","","1","","Asset","CZK"
"475 - Dlouhodobé zprostředkování transferů","A.IV.7. - Dlouhodobé zprostředkování transferů","475","","0","","Asset","CZK"
"B.I.10. - Ostatní zásoby","B.I. - Zásoby","","","1","","Asset","CZK"
"139 - Ostatní zásoby","B.I.10. - Ostatní zásoby","139","","0","","Asset","CZK"
"B.II.1. - Odběratelé","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"311 - Odběratelé","B.II.1. - Odběratelé","311","","0","","Asset","CZK"
"B.II.2. - Směnky k inkasu","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"312 - Směnky k inkasu","B.II.2. - Směnky k inkasu","312","","0","","Asset","CZK"
"B.II.3. - Pohledávky za eskontované cenné papíry","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"313 - Pohledávky za eskontované cenné papíry","B.II.3. - Pohledávky za eskontované cenné papíry","313","","0","","Asset","CZK"
"B.II.4. - Krátkodobé poskytnuté zálohy","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"314 - Krátkodobé poskytnuté zálohy","B.II.4. - Krátkodobé poskytnuté zálohy","314","","0","","Asset","CZK"
"B.II.5. - Jiné pohledávky z hlavní činnosti","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"315 - Jiné pohledávky z hlavní činnosti","B.II.5. - Jiné pohledávky z hlavní činnosti","315","","0","","Asset","CZK"
"B.II.6. - Poskytnuté návratné finanční výpomoci krátkodobé","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"316 - Poskytnuté návratné finanční výpomoci krátkodobé","B.II.6. - Poskytnuté návratné finanční výpomoci krátkodobé","316","","0","","Asset","CZK"
"B.II.7. - Krátkodobé pohledávky z postoupených úvěrů","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"317 - Krátkodobé pohledávky z postoupených úvěrů","B.II.7. - Krátkodobé pohledávky z postoupených úvěrů","317","","0","","Asset","CZK"
"B.II.8. - Pohledávky z přerozdělovaných daní","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"319 - Pohledávky z přerozdělovaných daní","B.II.8. - Pohledávky z přerozdělovaných daní","319","","0","","Asset","CZK"
"B.II.9. - Pohledávky za zaměstnanci","B.II. - Krátkodobé pohledávky","","","1","","Asset","CZK"
"335 - Pohledávky za zaměstnanci","B.II.9. - Pohledávky za zaměstnanci","335","","0","","Asset","CZK"
"C.II.1. - Fond odměn","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"411 - Fond odměn","C.II.1. - Fond odměn","411","","0","","Equity","CZK"
"C.II.2. - Fond kulturních a sociálních potřeb","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"412 - Fond kulturních a sociálních potřeb","C.II.2. - Fond kulturních a sociálních potřeb","412","","0","","Equity","CZK"
"C.II.3. - Rezervní fond tvořený ze zlepšeného výsledku hospodaření","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"413 - Rezervní fond tvořený ze zlepšeného výsledku hospodaření","C.II.3. - Rezervní fond tvořený ze zlepšeného výsledku hospodaření","413","","0","","Equity","CZK"
"C.II.4. - Rezervní fond z ostatních titulů","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"414 - Rezervní fond z ostatních titulů","C.II.4. - Rezervní fond z ostatních titulů","414","","0","","Equity","CZK"
"C.II.5. - Fond reprodukce majetku, fond investic","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"416 - Fond reprodukce majetku, fond investic","C.II.5. - Fond reprodukce majetku, fond investic","416","","0","","Equity","CZK"
"C.II.6. - Ostatní fondy","C.II. - Fondy účetní jednotky","","","1","","Equity","CZK"
"419 - Ostatní fondy","C.II.6. - Ostatní fondy","419","","0","","Equity","CZK"
"C.IV.1. - Příjmový účet organizačních složek státu","C.IV. - Příjmový a výdajový účet rozpočtového hospodaření","","","1","","Equity","CZK"
"222 - Příjmový účet organizačních složek státu","C.IV.1. - Příjmový účet organizačních složek státu","222","","0","","Equity","CZK"
"C.IV.2. - Zvláštní výdajový účet","C.IV. - Příjmový a výdajový účet rozpočtového hospodaření","","","1","","Equity","CZK"
"223 - Zvláštní výdajový účet","C.IV.2. - Zvláštní výdajový účet","223","","0","","Equity","CZK"
"C.IV.3. - Účet hospodaření státního rozpočtu","C.IV. - Příjmový a výdajový účet rozpočtového hospodaření","","","1","","Equity","CZK"
"227 - Účet hospodaření státního rozpočtu","C.IV.3. - Účet hospodaření státního rozpočtu","227","","0","","Equity","CZK"
"C.IV.4. - Agregované příjmy a výdaje předcházejících účetních období","C.IV. - Příjmový a výdajový účet rozpočtového hospodaření","","","1","","Equity","CZK"
"404 - Agregované příjmy a výdaje předcházejících účetních období","C.IV.4. - Agregované příjmy a výdaje předcházejících účetních období","404","","0","","Equity","CZK"
"D.II.1. - Dlouhodobé úvěry","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"451 - Dlouhodobé úvěry","D.II.1. - Dlouhodobé úvěry","451","","0","","Liability","CZK"
"D.II.2. - Přijaté návratné finanční výpomoci dlouhodobé","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"452 - Přijaté návratné finanční výpomoci dlouhodobé","D.II.2. - Přijaté návratné finanční výpomoci dlouhodobé","452","","0","","Liability","CZK"
"D.II.3. - Dlouhodobé závazky z vydaných dluhopisů","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"453 - Dlouhodobé závazky z vydaných dluhopisů","D.II.3. - Dlouhodobé závazky z vydaných dluhopisů","453","","0","","Liability","CZK"
"D.II.4. - Dlouhodobé přijaté zálohy","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"455 - Dlouhodobé přijaté zálohy","D.II.4. - Dlouhodobé přijaté zálohy","455","","0","","Liability","CZK"
"D.II.5. - Dlouhodobé závazky z ručení","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"456 - Dlouhodobé závazky z ručení","D.II.5. - Dlouhodobé závazky z ručení","456","","0","","Liability","CZK"
"D.II.6. - Dlouhodobé směnky k úhradě","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"457 - Dlouhodobé směnky k úhradě","D.II.6. - Dlouhodobé směnky k úhradě","457","","0","","Liability","CZK"
"D.II.7. - Ostatní dlouhodobé závazky","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"459 - Ostatní dlouhodobé závazky","D.II.7. - Ostatní dlouhodobé závazky","459","","0","","Liability","CZK"
"D.II.8. - Dlouhodobé přijaté zálohy na transfery","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"472 - Dlouhodobé přijaté zálohy na transfery","D.II.8. - Dlouhodobé přijaté zálohy na transfery","472","","0","","Liability","CZK"
"D.II.9. - Dlouhodobé zprostředkování transferů","D.II. - Dlouhodobé závazky","","","1","","Liability","CZK"
"475-L - Dlouhodobé zprostředkování transferů","D.II.9. - Dlouhodobé zprostředkování transferů","475-L","","0","","Liability","CZK"
"A.I.10. - Náklady na reprezentaci","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"513 - Náklady na reprezentaci","A.I.10. - Náklady na reprezentaci","513","","0","","Expense","CZK"
"A.I.11. - Aktivace vnitroorganizačních služeb","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"516 - Aktivace vnitroorganizačních služeb","A.I.11. - Aktivace vnitroorganizačních služeb","516","","0","","Expense","CZK"
"A.I.12. - Ostatní služby","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"518 - Ostatní služby","A.I.12. - Ostatní služby","518","","0","","Expense","CZK"
"A.I.13. - Mzdové náklady","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"521 - Mzdové náklady","A.I.13. - Mzdové náklady","521","","0","","Expense","CZK"
"A.I.14. - Zákonné sociální pojištění","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"524 - Zákonné sociální pojištění","A.I.14. - Zákonné sociální pojištění","524","","0","","Expense","CZK"
"A.I.15. - Jiné sociální pojištění","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"525 - Jiné sociální pojištění","A.I.15. - Jiné sociální pojištění","525","","0","","Expense","CZK"
"A.I.16. - Zákonné sociální náklady","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"527 - Zákonné sociální náklady","A.I.16. - Zákonné sociální náklady","527","","0","","Expense","CZK"
"A.I.17. - Jiné sociální náklady","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"528 - Jiné sociální náklady","A.I.17. - Jiné sociální náklady","528","","0","","Expense","CZK"
"A.I.18. - Daň silniční","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"531 - Daň silniční","A.I.18. - Daň silniční","531","","0","","Expense","CZK"
"A.I.19. - Daň z nemovitostí","A.I. - Náklady z činnosti","","","1","","Expense","CZK"
"532 - Daň z nemovitostí","A.I.19. - Daň z nemovitostí","532","","0","","Expense","CZK"
