"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"Nedokončený dlouhodobý hmotný majetek","Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","042","04","0","","Asset","CZK"
"Pořizovaný dlouhodobý finanční majetek","Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","043","04","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý majetek","Dlouhodobý majetek","05","0","1","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý nehmotný majetek","Poskytnuté zálohy na dlouhodobý majetek","051","05","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý hmotný majetek","Poskytnuté zálohy na dlouhodobý majetek","052","05","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý finanční majetek","Poskytnuté zálohy na dlouhodobý majetek","053","05","0","","Asset","CZK"
"Dlouhodobý finanční majetek","Dlouhodobý majetek","06","0","1","","Asset","CZK"
"Podíly – ovládaná nebo ovládající osoba","Dlouhodobý finanční majetek","061","06","0","","Asset","CZK"
"Podíly – podstatný vliv","Dlouhodobý finanční majetek","062","06","0","","Asset","CZK"
"Ostatní dlouhodobé cenné papíry a podíly","Dlouhodobý finanční majetek","063","06","0","","Asset","CZK"
"Dluhové cenné papíry držené do splatnosti","Dlouhodobý finanční majetek","065","06","0","","Asset","CZK"
"Zápůjčky a úvěry – ovládaná nebo ovládající osoba","Dlouhodobý finanční majetek","066","06","0","","Asset","CZK"
"Ostatní zápůjčky a úvěry","Dlouhodobý finanční majetek","067","06","0","","Asset","CZK"
"Ostatní dlouhodobý finanční majetek","Dlouhodobý finanční majetek","069","06","0","","Asset","CZK"
"Oprávky k dlouhodobému nehmotnému majetku","Dlouhodobý majetek","07","0","1","","Asset","CZK"
"Oprávky ke zřizovacím výdajům","Oprávky k dlouhodobému nehmotnému majetku","071","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k nehmotným výsledkům výzkumu a vývoje","Oprávky k dlouhodobému nehmotnému majetku","072","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k softwaru","Oprávky k dlouhodobému nehmotnému majetku","073","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatním ocenitelným právům","Oprávky k dlouhodobému nehmotnému majetku","074","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky ke goodwillu","Oprávky k dlouhodobému nehmotnému majetku","075","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatnímu dlouhodobému nehmotnému majetku","Oprávky k dlouhodobému nehmotnému majetku","079","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k dlouhodobému hmotnému majetku","Dlouhodobý majetek","08","0","1","","Asset","CZK"
"Oprávky ke stavbám","Oprávky k dlouhodobému hmotnému majetku","081","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k hmotným movitým věcem a jejich souborům","Oprávky k dlouhodobému hmotnému majetku","082","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k pěstitelským celkům trvalých porostů","Oprávky k dlouhodobému hmotnému majetku","085","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k dospělým zvířatům a jejich skupinám","Oprávky k dlouhodobému hmotnému majetku","086","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatnímu dlouhodobému hmotnému majetku","Oprávky k dlouhodobému hmotnému majetku","089","08","0","Accumulated Depreciation","Asset","CZK"
"Opravné položky k dlouhodobému majetku","Dlouhodobý majetek","09","0","1","","Asset","CZK"
"Opravná položka k dlouhodobému nehmotnému majetku","Opravné položky k dlouhodobému majetku","091","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému hmotnému majetku","Opravné položky k dlouhodobému majetku","092","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému nedokončenému nehmotnému majetku","Opravné položky k dlouhodobému majetku","093","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému nedokončenému hmotnému majetku","Opravné položky k dlouhodobému majetku","094","09","0","","Asset","CZK"
"Opravná položka k poskytnutým zálohám na dlouhodobý majetek","Opravné položky k dlouhodobému majetku","095","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému finančnímu majetku","Opravné položky k dlouhodobému majetku","096","09","0","","Asset","CZK"
"Oceňovací rozdíl k nabytému majetku","Opravné položky k dlouhodobému majetku","097","09","0","","Asset","CZK"
"Oprávky k oceňovacímu rozdílu k nabytému majetku","Opravné položky k dlouhodobému majetku","098","09","0","","Asset","CZK"
"Zásoby","Assets - Aktiva","1","","1","","Asset","CZK"
"Materiál","Zásoby","11","1","1","","Asset","CZK"
"Pořízení materiálu","Materiál","111","11","0","","Asset","CZK"
"Materiál na skladě","Materiál","112","11","0","Stock","Asset","CZK"
"Materiál na cestě","Materiál","119","11","0","","Asset","CZK"
"Zásoby vlastní činnosti","Zásoby","12","1","1","","Asset","CZK"
"Nedokončená výroba","Zásoby vlastní činnosti","121","12","0","","Asset","CZK"
"Polotovary vlastní výroby","Zásoby vlastní činnosti","122","12","0","","Asset","CZK"
"Výrobky","Zásoby vlastní činnosti","123","12","0","","Asset","CZK"
"Mladá a ostatní zvířata a jejich skupiny","Zásoby vlastní činnosti","124","12","0","","Asset","CZK"
"Zboží","Zásoby","13","1","1","","Asset","CZK"
"Pořízení zboží","Zboží","131","13","0","","Asset","CZK"
"Zboží na skladě a v prodejnách","Zboží","132","13","0","Stock","Asset","CZK"
"Zboží na cestě","Zboží","139","13","0","","Asset","CZK"
"Poskytnuté zálohy na zásoby","Zásoby","15","1","1","","Asset","CZK"
"Poskytnuté zálohy na materiál","Poskytnuté zálohy na zásoby","151","15","0","","Asset","CZK"
"Poskytnuté zálohy na zboží","Poskytnuté zálohy na zásoby","152","15","0","","Asset","CZK"
"Poskytnuté zálohy na zvířata","Poskytnuté zálohy na zásoby","153","15","0","","Asset","CZK"
"Opravné položky k zásobám","Zásoby","19","1","1","","Asset","CZK"
"Opravná položka k materiálu","Opravné položky k zásobám","191","19","0","","Asset","CZK"
"Opravná položka k nedokončené výrobě","Opravné položky k zásobám","192","19","0","","Asset","CZK"
"Opravná položka k polotovarům vlastní výroby","Opravné položky k zásobám","193","19","0","","Asset","CZK"
"Opravná položka k výrobkům","Opravné položky k zásobám","194","19","0","","Asset","CZK"
"Opravná položka k mladým a ostatním zvířatům a jejich skupinám","Opravné položky k zásobám","195","19","0","","Asset","CZK"
"Opravná položka ke zboží","Opravné položky k zásobám","196","19","0","","Asset","CZK"
"Opravná položka k zálohám na zásoby","Opravné položky k zásobám","197","19","0","","Asset","CZK"
"Peněžní prostředky v pokladně","Assets - Aktiva","21","","1","","Asset","CZK"
"Pokladna","Peněžní prostředky v pokladně","211","21","0","Cash","Asset","CZK"
"Ceniny","Peněžní prostředky v pokladně","213","21","0","Cash","Asset","CZK"
"Peněžní prostředky na účtech","Assets - Aktiva","22","","1","","Asset","CZK"
"Peněžní prostředky na účtech","Peněžní prostředky na účtech","221","22","0","Bank","Asset","CZK"
"Krátkodobé úvěry","Liabilities - Závazky","23","","1","","Liability","CZK"
"Krátkodobé úvěry","Krátkodobé úvěry","231","23","0","","Liability","CZK"
"Eskontní úvěry","Krátkodobé úvěry","232","23","0","","Liability","CZK"
"Krátkodobé finanční výpomoci","Liabilities - Závazky","24","","1","","Liability","CZK"
"Emitované krátkodobé dluhopisy","Krátkodobé finanční výpomoci","241","24","0","","Liability","CZK"
"Ostatní krátkodobé finanční výpomoci","Krátkodobé finanční výpomoci","249","24","0","","Liability","CZK"
"Krátkodobý finanční majetek","Assets - Aktiva","25","","1","","Asset","CZK"
"Majetkové cenné papíry k obchodování","Krátkodobý finanční majetek","251","25","0","","Asset","CZK"
"Vlastní podíly","Krátkodobý finanční majetek","252","25","0","","Asset","CZK"
"Registrované dluhové cenné papíry k obchodování","Krátkodobý finanční majetek","253","25","0","","Asset","CZK"
"Směnky k inkasu","Krátkodobý finanční majetek","254","25","0","","Asset","CZK"
"Vlastní dluhopisy","Liabilities - Závazky","255","","0","","Liability","CZK"
"Dluhové cenné papíry se splatností do 1 roku držené do splatnosti","Krátkodobý finanční majetek","256","25","0","","Asset","CZK"
"Ostatní cenné papíry k obchodování","Krátkodobý finanční majetek","257","25","0","","Asset","CZK"
"Podíly – ovládaná nebo ovládající osoba","Krátkodobý finanční majetek","258","25","0","","Asset","CZK"
"Pořizování krátkodobého finančního majetku","Krátkodobý finanční majetek","259","25","0","","Asset","CZK"
"Převody mezi finančními účty","Assets - Aktiva","26","","1","","Asset","CZK"
"Peníze na cestě","Převody mezi finančními účty","261","26","0","","Asset","CZK"
"Opravné položky ke krátkodobému finančnímu majetku","Assets - Aktiva","29","","1","","Asset","CZK"
"Opravná položka ke krátkodobému finančnímu majetku","Opravné položky ke krátkodobému finančnímu majetku","291","29","0","","Asset","CZK"
"Pohledávky (krátkodobé i dlouhodobé)","Assets - Aktiva","31","","1","","Asset","CZK"
"Odběratelé","Pohledávky (krátkodobé i dlouhodobé)","311","31","0","Receivable","Asset","CZK"
"Pohledávky za eskontované cenné papíry","Pohledávky (krátkodobé i dlouhodobé)","313","31","0","Receivable","Asset","CZK"
"Poskytnuté provozní zálohy","Pohledávky (krátkodobé i dlouhodobé)","314","31","0","Receivable","Asset","CZK"
"Ostatní pohledávky","Pohledávky (krátkodobé i dlouhodobé)","315","31","0","Receivable","Asset","CZK"
"Závazky (krátkodobé)","Liabilities - Závazky","32","","1","","Liability","CZK"
"Dodavatelé","Závazky (krátkodobé)","321","32","0","Payable","Liability","CZK"
"Směnky k úhradě","Závazky (krátkodobé)","322","32","0","Payable","Liability","CZK"
"Přijaté provozní zálohy","Závazky (krátkodobé)","324","32","0","Payable","Liability","CZK"
"Ostatní závazky","Závazky (krátkodobé)","325","32","0","Payable","Liability","CZK"
"Zúčtování se zaměstnanci a institucemi","Liabilities - Závazky","33","","1","","Liability","CZK"
"Zaměstnanci","Zúčtování se zaměstnanci a institucemi","331","33","0","","Liability","CZK"
"Ostatní závazky vůči zaměstnancům","Zúčtování se zaměstnanci a institucemi","333","33","0","","Liability","CZK"
"Pohledávky za zaměstnanci","Assets - Aktiva","335","","0","","Asset","CZK"
"Zúčtování s institucemi sociálního zabezpečení a zdravotního pojištění","Zúčtování se zaměstnanci a institucemi","336","33","0","","Liability","CZK"
"Zúčtování daní a dotací","Liabilities - Závazky","34","","1","","Liability","CZK"
"Daň z příjmů","Zúčtování daní a dotací","341","34","0","Tax","Liability","CZK"
"Ostatní přímé daně","Zúčtování daní a dotací","342","34","0","Tax","Liability","CZK"
"Daň z přidané hodnoty","Zúčtování daní a dotací","343","34","0","Tax","Liability","CZK"
"Ostatní daně a poplatky","Zúčtování daní a dotací","345","34","0","Tax","Liability","CZK"
"Dotace ze státního rozpočtu","Assets - Aktiva","346","","0","","Asset","CZK"
"Ostatní dotace","Assets - Aktiva","347","","0","","Asset","CZK"
"Pohledávky za společníky","Assets - Aktiva","35","","1","","Asset","CZK"
"Pohledávky – ovládaná nebo ovládající osoba","Pohledávky za společníky","351","35","0","","Asset","CZK"
"Pohledávky – podstatný vliv","Pohledávky za společníky","352","35","0","","Asset","CZK"
"Pohledávky za upsaný základní kapitál","Pohledávky za společníky","353","35","0","","Asset","CZK"
"Pohledávky za společníky při úhradě ztráty","Pohledávky za společníky","354","35","0","","Asset","CZK"
"Ostatní pohledávky za společníky obchodní korporace","Pohledávky za společníky","355","35","0","","Asset","CZK"
"Pohledávky za společníky sdruženými ve společnosti","Pohledávky za společníky","358","35","0","","Asset","CZK"
"Závazky ke společníkům","Liabilities - Závazky","36","","1","","Liability","CZK"
"Závazky – ovládaná nebo ovládající osoba","Závazky ke společníkům","361","36","0","","Liability","CZK"
"Závazky – podstatný vliv","Závazky ke společníkům","362","36","0","","Liability","CZK"
"Závazky ke společníkům při rozdělování zisku","Závazky ke společníkům","364","36","0","","Liability","CZK"
"Ostatní závazky ke společníkům obchodní korporace","Závazky ke společníkům","365","36","0","","Liability","CZK"
"Závazky ke společníkům obchodní korporace ze závislé činnosti","Závazky ke společníkům","366","36","0","","Liability","CZK"
"Závazky z upsaných nesplacených cenných papírů a vkladů","Závazky ke společníkům","367","36","0","","Liability","CZK"
"Závazky ke společníkům sdruženým ve společnosti","Závazky ke společníkům","368","36","0","","Liability","CZK"
"Jiné pohledávky a závazky","Assets - Aktiva","37","","1","","Asset","CZK"
"Pohledávky z prodeje podniku","Jiné pohledávky a závazky","371","37","0","","Asset","CZK"
"Závazky z koupě podniku","Liabilities - Závazky","372","","0","","Liability","CZK"
"Pohledávky a závazky z pevných termínových operací","Jiné pohledávky a závazky","373","37","0","","Asset","CZK"
"Pohledávky z nájmu a pachtu","Jiné pohledávky a závazky","374","37","0","","Asset","CZK"
"Pohledávky z vydaných dluhopisů","Jiné pohledávky a závazky","375","37","0","","Asset","CZK"
"Nakoupené opce","Jiné pohledávky a závazky","376","37","0","","Asset","CZK"
"Prodané opce","Liabilities - Závazky","377","","0","","Liability","CZK"
"Jiné pohledávky","Jiné pohledávky a závazky","378","37","0","","Asset","CZK"
"Jiné závazky","Liabilities - Závazky","379","","0","","Liability","CZK"
"Přechodné účty aktiv a pasiv","Assets - Aktiva","38","","1","","Asset","CZK"
"Náklady příštích období","Přechodné účty aktiv a pasiv","381","38","0","","Asset","CZK"
"Komplexní náklady příštích období","Přechodné účty aktiv a pasiv","382","38","0","","Asset","CZK"
"Výdaje příštích období","Liabilities - Závazky","383","","0","","Liability","CZK"
"Výnosy příštích období","Liabilities - Závazky","384","","0","","Liability","CZK"
"Příjmy příštích období","Přechodné účty aktiv a pasiv","385","38","0","","Asset","CZK"
"Dohadné účty aktivní","Přechodné účty aktiv a pasiv","388","38","0","","Asset","CZK"
"Dohadné účty pasivní","Liabilities - Závazky","389","","0","Stock Received But Not Billed","Liability","CZK"
"Opravná položka k zúčtovacím vztahům a vnitřní zúčtování","Assets - Aktiva","39","","1","","Asset","CZK"
"Opravná položka k pohledávkám","Opravná položka k zúčtovacím vztahům a vnitřní zúčtování","391","39","0","","Asset","CZK"
"Vnitřní zúčtování","Opravná položka k zúčtovacím vztahům a vnitřní zúčtování","395","39","0","","Asset","CZK"
"Spojovací účet při společnosti","Opravná položka k zúčtovacím vztahům a vnitřní zúčtování","398","39","0","","Asset","CZK"
"Základní kapitál a kapitálové fondy","Equity - Vlastní kapitál","41","","1","","Equity","CZK"
"Základní kapitál","Základní kapitál a kapitálové fondy","411","41","0","Equity","Equity","CZK"
"Ážio","Základní kapitál a kapitálové fondy","412","41","0","Equity","Equity","CZK"
"Ostatní kapitálové fondy","Základní kapitál a kapitálové fondy","413","41","0","Equity","Equity","CZK"
"Oceňovací rozdíly z přecenění majetku a závazků","Základní kapitál a kapitálové fondy","414","41","0","","Equity","CZK"
"Rozdíly z ocenění při přeměnách obchodních korporací","Základní kapitál a kapitálové fondy","416","41","0","","Equity","CZK"
"Rozdíly z přeměn obchodních korporací","Základní kapitál a kapitálové fondy","417","41","0","","Equity","CZK"
"Oceňovací rozdíly z přecenění při přeměnách obchodních korporací","Základní kapitál a kapitálové fondy","418","41","0","","Equity","CZK"
"Změny základního kapitálu","Základní kapitál a kapitálové fondy","419","41","0","","Equity","CZK"
"Fondy ze zisku a převedené výsledky hospodaření","Equity - Vlastní kapitál","42","","1","","Equity","CZK"
"Ostatní rezervní fondy","Fondy ze zisku a převedené výsledky hospodaření","421","42","0","","Equity","CZK"
"Nedělitelný fond","Fondy ze zisku a převedené výsledky hospodaření","422","42","0","","Equity","CZK"
"Statutární fondy","Fondy ze zisku a převedené výsledky hospodaření","423","42","0","","Equity","CZK"
"Jiný výsledek hospodaření minulých let","Fondy ze zisku a převedené výsledky hospodaření","426","42","0","","Equity","CZK"
"Ostatní fondy","Fondy ze zisku a převedené výsledky hospodaření","427","42","0","","Equity","CZK"
"Nerozdělený zisk minulých let","Fondy ze zisku a převedené výsledky hospodaření","428","42","0","","Equity","CZK"
"Neuhrazená ztráta minulých let","Fondy ze zisku a převedené výsledky hospodaření","429","42","0","","Equity","CZK"
"Výsledek hospodaření","Equity - Vlastní kapitál","43","","1","","Equity","CZK"
"Výsledek hospodaření ve schvalovacím řízení","Výsledek hospodaření","431","43","0","","Equity","CZK"
"Rozhodnuto o zálohové výplatě podílu na zisku","Výsledek hospodaření","432","43","0","","Equity","CZK"
"Rezervy","Liabilities - Závazky","45","","1","","Liability","CZK"
"Rezervy podle zvláštních právních předpisů","Rezervy","451","45","0","","Liability","CZK"
"Rezerva na daň z příjmů","Rezervy","453","45","0","","Liability","CZK"
"Ostatní rezervy","Rezervy","459","45","0","","Liability","CZK"
"Dlouhodobé závazky k úvěrovým institucím","Liabilities - Závazky","46","","1","","Liability","CZK"
"Závazky k úvěrovým institucím","Dlouhodobé závazky k úvěrovým institucím","461","46","0","","Liability","CZK"
"Dlouhodobé závazky","Liabilities - Závazky","47","","1","","Liability","CZK"
"Dlouhodobé závazky – ovládaná nebo ovládající osoba","Dlouhodobé závazky","471","47","0","","Liability","CZK"
"Dlouhodobé závazky – podstatný vliv","Dlouhodobé závazky","472","47","0","","Liability","CZK"
"Vydané dluhopisy","Dlouhodobé závazky","473","47","0","","Liability","CZK"
"Závazky z nájmu a pachtu","Dlouhodobé závazky","474","47","0","","Liability","CZK"
"Dlouhodobé přijaté zálohy","Dlouhodobé závazky","475","47","0","","Liability","CZK"
"Dlouhodobé směnky k úhradě","Dlouhodobé závazky","478","47","0","","Liability","CZK"
"Jiné dlouhodobé závazky","Dlouhodobé závazky","479","47","0","","Liability","CZK"
"Odložený daňový závazek a pohledávka","Liabilities - Závazky","48","","1","","Liability","CZK"
"Odložený daňový závazek a pohledávka","Odložený daňový závazek a pohledávka","481","48","0","","Liability","CZK"
"Individuální podnikatel","Equity - Vlastní kapitál","49","","1","","Equity","CZK"
"Účet individuálního podnikatele","Individuální podnikatel","491","49","0","","Equity","CZK"
"Náklady","Expenses - Náklady","5","","1","","Expense","CZK"
"Spotřebované nákupy","Náklady","50","5","1","","Expense","CZK"
"Spotřeba materiálu","Spotřebované nákupy","501","50","0","Expense Account","Expense","CZK"
"Spotřeba energie","Spotřebované nákupy","502","50","0","Expense Account","Expense","CZK"
"Spotřeba ostatních neskladovatelných dodávek","Spotřebované nákupy","503","50","0","Expense Account","Expense","CZK"
"Prodané zboží","Spotřebované nákupy","504","50","0","Cost of Goods Sold","Expense","CZK"
"Služby","Náklady","51","5","1","","Expense","CZK"
"Opravy a udržování","Služby","511","51","0","Expense Account","Expense","CZK"
"Cestovné","Služby","512","51","0","Expense Account","Expense","CZK"
"Náklady na reprezentaci","Služby","513","51","0","Expense Account","Expense","CZK"
"Ostatní služby","Služby","518","51","0","Expenses Included In Valuation","Expense","CZK"
"Osobní náklady","Náklady","52","5","1","","Expense","CZK"
"Mzdové náklady","Osobní náklady","521","52","0","Expense Account","Expense","CZK"
"Příjmy společníků obchodní korporace ze závislé činnosti","Osobní náklady","522","52","0","Expense Account","Expense","CZK"
"Odměny členům orgánů obchodních korporací","Osobní náklady","523","52","0","Expense Account","Expense","CZK"
"Zákonné sociální a zdravotní pojištění","Osobní náklady","524","52","0","Expense Account","Expense","CZK"
"Ostatní sociální a zdravotní pojištění","Osobní náklady","525","52","0","Expense Account","Expense","CZK"
"Sociální náklady individuálního podnikatele","Osobní náklady","526","52","0","Expense Account","Expense","CZK"
"Zákonné sociální náklady","Osobní náklady","527","52","0","Expense Account","Expense","CZK"
"Ostatní sociální náklady","Osobní náklady","528","52","0","Expense Account","Expense","CZK"
"Daně a poplatky","Náklady","53","5","1","","Expense","CZK"
"Daň silniční","Daně a poplatky","531","53","0","Expense Account","Expense","CZK"
"Daň z nemovitých věcí","Daně a poplatky","532","53","0","Expense Account","Expense","CZK"
"Ostatní daně a poplatky","Daně a poplatky","538","53","0","Expense Account","Expense","CZK"
"Jiné provozní náklady","Náklady","54","5","1","","Expense","CZK"
"Zůstatková cena prodaného dlouhodobého nehmotného a hmotného majetku","Jiné provozní náklady","541","54","0","Expense Account","Expense","CZK"
"Prodaný materiál","Jiné provozní náklady","542","54","0","Expense Account","Expense","CZK"
"Poskytnuté dary v provozní oblasti","Jiné provozní náklady","543","54","0","Expense Account","Expense","CZK"
"Smluvní pokuty a úroky z prodlení","Jiné provozní náklady","544","54","0","Expense Account","Expense","CZK"
"Ostatní pokuty a penále","Jiné provozní náklady","545","54","0","Expense Account","Expense","CZK"
"Odpis pohledávky","Jiné provozní náklady","546","54","0","Expense Account","Expense","CZK"
"Mimořádné provozní náklady","Jiné provozní náklady","547","54","0","Expense Account","Expense","CZK"
"Ostatní provozní náklady","Jiné provozní náklady","548","54","0","Expense Account","Expense","CZK"
"Manka a škody v provozní oblasti","Jiné provozní náklady","549","54","0","Stock Adjustment","Expense","CZK"
"Odpisy a opravné položky v provozní oblasti","Náklady","55","5","1","","Expense","CZK"
"Odpisy dlouhodobého nehmotného a hmotného majetku","Odpisy a opravné položky v provozní oblasti","551","55","0","Depreciation","Expense","CZK"
"Tvorba a zúčtování rezerv podle zvláštních právních předpisů","Odpisy a opravné položky v provozní oblasti","552","55","0","Expense Account","Expense","CZK"
"Tvorba a zúčtování ostatních rezerv","Odpisy a opravné položky v provozní oblasti","554","55","0","Expense Account","Expense","CZK"
"Tvorba a zúčtování komplexních nákladů příštích období","Odpisy a opravné položky v provozní oblasti","555","55","0","Expense Account","Expense","CZK"
"Zúčtování oprávky k oceňovacímu rozdílu k nabytému majetku","Odpisy a opravné položky v provozní oblasti","557","55","0","Expense Account","Expense","CZK"
"Tvorba a zúčtování zákonných opravných položek","Odpisy a opravné položky v provozní oblasti","558","55","0","Expense Account","Expense","CZK"
"Tvorba a zúčtování opravných položek","Odpisy a opravné položky v provozní oblasti","559","55","0","Expense Account","Expense","CZK"
"Finanční náklady","Náklady","56","5","1","","Expense","CZK"
"Prodané cenné papíry a podíly","Finanční náklady","561","56","0","Expense Account","Expense","CZK"
"Úroky","Finanční náklady","562","56","0","Expense Account","Expense","CZK"
"Kurzové ztráty","Finanční náklady","563","56","0","Expense Account","Expense","CZK"
"Náklady z přecenění majetkových cenných papírů k obchodování","Finanční náklady","564","56","0","Expense Account","Expense","CZK"
"Poskytnuté dary ve finanční oblasti","Finanční náklady","565","56","0","Expense Account","Expense","CZK"
"Náklady z finančního majetku","Finanční náklady","566","56","0","Expense Account","Expense","CZK"
"Náklady z derivátových operací","Finanční náklady","567","56","0","Expense Account","Expense","CZK"
"Ostatní a mimořádné finanční náklady","Finanční náklady","568","56","0","Expense Account","Expense","CZK"
"Manka a škody na finančním majetku","Finanční náklady","569","56","0","Expense Account","Expense","CZK"
"Rezervy a opravné položky ve finanční oblasti","Náklady","57","5","1","","Expense","CZK"
"Tvorba a zúčtování finančních rezerv","Rezervy a opravné položky ve finanční oblasti","574","57","0","Expense Account","Expense","CZK"
"Tvorba a zúčtování opravných položek ve finanční činnosti","Rezervy a opravné položky ve finanční oblasti","579","57","0","Expense Account","Expense","CZK"
"Změna stavu zásob vlastní činnosti a aktivace","Náklady","58","5","1","","Expense","CZK"
"Změna stavu nedokončené výroby","Změna stavu zásob vlastní činnosti a aktivace","581","58","0","Expense Account","Expense","CZK"
"Změna stavu polotovarů","Změna stavu zásob vlastní činnosti a aktivace","582","58","0","Expense Account","Expense","CZK"
"Změna stavu výrobků","Změna stavu zásob vlastní činnosti a aktivace","583","58","0","Expense Account","Expense","CZK"
"Změna stavu mladých a ostatních zvířat","Změna stavu zásob vlastní činnosti a aktivace","584","58","0","Expense Account","Expense","CZK"
"Aktivace materiálu a zboží","Změna stavu zásob vlastní činnosti a aktivace","585","58","0","Expense Account","Expense","CZK"
"Aktivace vnitropodnikových služeb","Změna stavu zásob vlastní činnosti a aktivace","586","58","0","Expense Account","Expense","CZK"
"Aktivace dlouhodobého nehmotného majetku","Změna stavu zásob vlastní činnosti a aktivace","587","58","0","Expense Account","Expense","CZK"
"Aktivace dlouhodobého hmotného majetku","Změna stavu zásob vlastní činnosti a aktivace","588","58","0","Expense Account","Expense","CZK"
"Daně z příjmů a převodové účty","Náklady","59","5","1","","Expense","CZK"
"Daň z příjmů – splatná","Daně z příjmů a převodové účty","591","59","0","Expense Account","Expense","CZK"
"Daň z příjmů – odložená","Daně z příjmů a převodové účty","592","59","0","Expense Account","Expense","CZK"
"Dodatečné odvody daně z příjmů","Daně z příjmů a převodové účty","595","59","0","Expense Account","Expense","CZK"
"Převod podílu na výsledku hospodaření společníkům","Daně z příjmů a převodové účty","596","59","0","Expense Account","Expense","CZK"
"Převod provozních nákladů","Daně z příjmů a převodové účty","597","59","0","Expense Account","Expense","CZK"
"Převod finančních nákladů","Daně z příjmů a převodové účty","598","59","0","Expense Account","Expense","CZK"
"Změna stavu rezervy na daň z příjmů","Daně z příjmů a převodové účty","599","59","0","Expense Account","Expense","CZK"
"Výnosy","Income - Výnosy","6","","1","","Income","CZK"
"Tržby za vlastní výkony a zboží","Výnosy","60","6","1","","Income","CZK"
"Tržby za vlastní výrobky","Tržby za vlastní výkony a zboží","601","60","0","Income Account","Income","CZK"
"Tržby z prodeje služeb","Tržby za vlastní výkony a zboží","602","60","0","Income Account","Income","CZK"
