"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"025 - Pěstitelské celky trvalých porostů / 多年生作物种植园 / Perennial Crop Plantations","02 - Dlouhodobý hmotný majetek – odpisovaný / 长期有形资产 - 可折旧 / Depreciable Long-term Tangible Assets","025","","0","Fixed Asset","Asset","CZK"
"026 - Dospělá zvířata a jejich skupiny / 成年动物及其群体 / Mature Animals and Groups","02 - Dlouhodobý hmotný majetek – odpisovaný / 长期有形资产 - 可折旧 / Depreciable Long-term Tangible Assets","026","","0","Fixed Asset","Asset","CZK"
"029 - Ostatní dlouhodobý hmotný majetek / 其他长期有形资产 / Other Long-term Tangible Assets","02 - Dlouhodobý hmotný majetek – odpisovaný / 长期有形资产 - 可折旧 / Depreciable Long-term Tangible Assets","029","","0","Fixed Asset","Asset","CZK"
"03 - Dlouhodobý hmotný majetek – neodpisovaný / 长期有形资产 - 不可折旧 / Non-depreciable Long-term Tangible Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"031 - Pozemky / 土地 / Land","03 - Dlouhodobý hmotný majetek – neodpisovaný / 长期有形资产 - 不可折旧 / Non-depreciable Long-term Tangible Assets","031","","0","Fixed Asset","Asset","CZK"
"032 - Umělecká díla a sbírky / 艺术品和收藏 / Artworks and Collections","03 - Dlouhodobý hmotný majetek – neodpisovaný / 长期有形资产 - 不可折旧 / Non-depreciable Long-term Tangible Assets","032","","0","Fixed Asset","Asset","CZK"
"04 - Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek / 未完成长期资产 / Incomp L-T Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"041 - Nedokončený dlouhodobý nehmotný majetek / 未完成的长期无形资产 / Incomplete Long-term Intangible Assets","04 - Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek / 未完成长期资产 / Incomp L-T Assets","041","","0","","Asset","CZK"
"042 - Nedokončený dlouhodobý hmotný majetek / 未完成长期有形资产 / Incomplete Long-term Tangible Assets","04 - Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek / 未完成长期资产 / Incomp L-T Assets","042","","0","","Asset","CZK"
"043 - Pořizovaný dlouhodobý finanční majetek / 购置长期金融资产 / Acquisition of Long-term Financial Assets","04 - Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek / 未完成长期资产 / Incomp L-T Assets","043","","0","","Asset","CZK"
"05 - Poskytnuté zálohy na dlouhodobý majetek / 提供的长期资产预付款 / Advances for Long-term Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"051 - Poskytnuté zálohy na dlouhodobý nehmotný majetek / 长期无形资产预付款 / Advances for Long-term Intangible Assets","05 - Poskytnuté zálohy na dlouhodobý majetek / 提供的长期资产预付款 / Advances for Long-term Assets","051","","0","","Asset","CZK"
"052 - Poskytnuté zálohy na dlouhodobý hmotný majetek / 长期有形资产预付款 / Advances for Long-term Tangible Assets","05 - Poskytnuté zálohy na dlouhodobý majetek / 提供的长期资产预付款 / Advances for Long-term Assets","052","","0","","Asset","CZK"
"053 - Poskytnuté zálohy na dlouhodobý finanční majetek / 长期金融资产预付款 / Advances for Long-term Financial Assets","05 - Poskytnuté zálohy na dlouhodobý majetek / 提供的长期资产预付款 / Advances for Long-term Assets","053","","0","","Asset","CZK"
"06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"061 - Podíly – ovládaná nebo ovládající osoba / 股份 – 受控制或控制方 / Equity Investments – Controlled or Controlling Party","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","061","","0","","Asset","CZK"
"062 - Podíly – podstatný vliv / 股份 – 重大影响 / Equity Investments – Significant Influence","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","062","","0","","Asset","CZK"
"063 - Ostatní dlouhodobé cenné papíry a podíly / 其他长期有价证券和股份 / Other Long-term Securities and Equity Investments","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","063","","0","","Asset","CZK"
"065 - Dluhové cenné papíry držené do splatnosti / 持有至到期的债务证券 / Held-to-Maturity Debt Securities","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","065","","0","","Asset","CZK"
"066 - Zápůjčky a úvěry – ovládaná nebo ovládající osoba / 贷款和借款 – 受控制或控制方 / Loans and Advances – Controlled or Controlling Party","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","066","","0","","Asset","CZK"
"067 - Ostatní zápůjčky a úvěry / 其他贷款和借款 / Other Loans and Advances","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","067","","0","","Asset","CZK"
"069 - Ostatní dlouhodobý finanční majetek / 其他长期金融资产 / Other Long-term Financial Assets","06 - Dlouhodobý finanční majetek / 长期金融资产 / Long-term Financial Assets","069","","0","","Asset","CZK"
"07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"071 - Oprávky ke zřizovacím výdajům / 开办费的累计折旧 / Accumulated Depreciation on Start-up Costs","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","071","","0","Accumulated Depreciation","Asset","CZK"
"072 - Oprávky k nehmotným výsledkům výzkumu a vývoje / 无形研究和开发成果的累计折旧 / Depreciation R&D Intangibles","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","072","","0","Accumulated Depreciation","Asset","CZK"
"073 - Oprávky k softwaru / 软件的累计折旧 / Accumulated Depreciation on Software","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","073","","0","Accumulated Depreciation","Asset","CZK"
"074 - Oprávky k ostatním ocenitelným právům / 其他可估价权利的累计折旧 / Accumulated Depreciation on Other Valuable Rights","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","074","","0","Accumulated Depreciation","Asset","CZK"
"075 - Oprávky ke goodwillu / 商誉的累计折旧 / Accumulated Depreciation on Goodwill","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","075","","0","Accumulated Depreciation","Asset","CZK"
"079 - Oprávky k ostatnímu dlouhodobému nehmotnému majetku / 其他长期无形资产的累计折旧 / Depreciation Other Intangibles","07 - Oprávky k dlouhodobému nehmotnému majetku / 长期无形资产的累计折旧 / Accumulated Depreciation on Intangible Long-term Assets","079","","0","Accumulated Depreciation","Asset","CZK"
"08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"081 - Oprávky ke stavbám / 建筑物累计折旧 / Accumulated Depreciation on Construction","08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","081","","0","Accumulated Depreciation","Asset","CZK"
"082 - Oprávky k hmotným movitým věcem a jejich souborům / 有形动产及其组合的累计折旧 / AccDepTangMovProp","08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","082","","0","Accumulated Depreciation","Asset","CZK"
"085 - Oprávky k pěstitelským celkům trvalých porostů / 长期种植群的累计折旧 / AccDepPlantUnits","08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","085","","0","Accumulated Depreciation","Asset","CZK"
"086 - Oprávky k dospělým zvířatům a jejich skupinám / 成年动物及其群体的累计折旧 / Accumulated Depreciation on Adult Animals and Their Groups","08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","086","","0","Accumulated Depreciation","Asset","CZK"
"089 - Oprávky k ostatnímu dlouhodobému hmotnému majetku / 其他长期有形资产的累计折旧 / AccDepOtherLTAssets","08 - Oprávky k dlouhodobému hmotnému majetku / 长期有形资产的累计折旧 / Accumulated Depreciation on Tangible Long-term Assets","089","","0","Accumulated Depreciation","Asset","CZK"
"09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","0 - Dlouhodobý majetek / 长期资产 / Long-term Assets","","","1","","Asset","CZK"
"091 - Opravná položka k dlouhodobému nehmotnému majetku / 长期无形资产减值准备 / Provision for Impairment of Long-term Intangible Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","091","","0","","Asset","CZK"
"092 - Opravná položka k dlouhodobému hmotnému majetku / 长期有形资产减值准备 / Provision for Impairment of Long-term Tangible Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","092","","0","","Asset","CZK"
"093 - Opravná položka k dlouhodobému nedokončenému nehmotnému majetku / 长期未完成无形资产的减值准备 / Prov Long-term Incomp Intang Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","093","","0","","Asset","CZK"
"094 - Opravná položka k dlouhodobému nedokončenému hmotnému majetku / 长期未完成有形资产的减值准备 / Prov Long-term Incomp Tang Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","094","","0","","Asset","CZK"
"095 - Opravná položka k poskytnutým zálohám na dlouhodobý majetek / 长期资产预付款的减值准备 / Provision for Long-term Advances Provided","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","095","","0","","Asset","CZK"
"096 - Opravná položka k dlouhodobému finančnímu majetku / 长期金融资产的减值准备 / Provision for Long-term Financial Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","096","","0","","Asset","CZK"
"097 - Oceňovací rozdíl k nabytému majetku / 收购资产的评估差异 / Valuation Difference on Acquired Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","097","","0","","Asset","CZK"
"098 - Oprávky k oceňovacímu rozdílu k nabytému majetku / 收购资产评估差异的累计折旧 / Acc Dep Val Diff Acq Assets","09 - Opravné položky k dlouhodobému majetku / 长期资产减值准备 / Provisions for Impairment of Long-term Assets","098","","0","","Asset","CZK"
"1 - Zásoby / 存货 / Inventories","Assets - Aktiva","","","1","","Asset","CZK"
"11 - Materiál / 材料 / Materials","1 - Zásoby / 存货 / Inventories","","","1","","Asset","CZK"
"111 - Pořízení materiálu / 材料采购 / Material Acquisitions","11 - Materiál / 材料 / Materials","111","","0","","Asset","CZK"
"112 - Materiál na skladě / 库存材料 / Material in Stock","11 - Materiál / 材料 / Materials","112","","0","Stock","Asset","CZK"
"119 - Materiál na cestě / 在途材料 / Material in Transit","11 - Materiál / 材料 / Materials","119","","0","","Asset","CZK"
"12 - Zásoby vlastní činnosti / 自用库存 / Inventories of Own Activities","1 - Zásoby / 存货 / Inventories","","","1","","Asset","CZK"
"121 - Nedokončená výroba / 在产品 / Work in Progress","12 - Zásoby vlastní činnosti / 自用库存 / Inventories of Own Activities","121","","0","","Asset","CZK"
"122 - Polotovary vlastní výroby / 自制半成品 / Semi-finished Goods (Own Production}","12 - Zásoby vlastní činnosti / 自用库存 / Inventories of Own Activities","122","","0","","Asset","CZK"
"123 - Výrobky / 库存 - 成品 / Inventory - Finished Goods","12 - Zásoby vlastní činnosti / 自用库存 / Inventories of Own Activities","123","","0","","Asset","CZK"
"124 - Mladá a ostatní zvířata a jejich skupiny / 幼畜及其它动物及其群体 / Young and Other Animals and Their Groups","12 - Zásoby vlastní činnosti / 自用库存 / Inventories of Own Activities","124","","0","","Asset","CZK"
"13 - Zboží / 商品 / Inventory","1 - Zásoby / 存货 / Inventories","","","1","","Asset","CZK"
"131 - Pořízení zboží / 库存 - 外购商品 / Inventory - Purchased Goods","13 - Zboží / 商品 / Inventory","131","","0","","Asset","CZK"
"132 - Zboží na skladě a v prodejnách / 库存和销售点的商品 / Inventory in Warehouses and Retail Outlets","13 - Zboží / 商品 / Inventory","132","","0","Stock","Asset","CZK"
"139 - Zboží na cestě / 库存 - 在途商品 / Inventory - Goods in Transit","13 - Zboží / 商品 / Inventory","139","","0","","Asset","CZK"
"15 - Poskytnuté zálohy na zásoby / 预付的存货款项 / Advances to Suppliers for Supplies","1 - Zásoby / 存货 / Inventories","","","1","","Asset","CZK"
"151 - Poskytnuté zálohy na materiál / 预付的材料款项 / Advances to Suppliers for Materials","15 - Poskytnuté zálohy na zásoby / 预付的存货款项 / Advances to Suppliers for Supplies","151","","0","","Asset","CZK"
"152 - Poskytnuté zálohy na zboží / 预付的商品款项 / Advances to Suppliers for Inventory","15 - Poskytnuté zálohy na zásoby / 预付的存货款项 / Advances to Suppliers for Supplies","152","","0","","Asset","CZK"
"153 - Poskytnuté zálohy na zvířata / 预付的动物款项 / Advances to Suppliers for Animals","15 - Poskytnuté zálohy na zásoby / 预付的存货款项 / Advances to Suppliers for Supplies","153","","0","","Asset","CZK"
"19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","1 - Zásoby / 存货 / Inventories","","","1","","Asset","CZK"
"191 - Opravná položka k materiálu / 材料减值准备 / Allowance for Material","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","191","","0","","Asset","CZK"
"192 - Opravná položka k nedokončené výrobě / 在产品减值准备 / Allowance for Work in Progress","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","192","","0","","Asset","CZK"
"193 - Opravná položka k polotovarům vlastní výroby / 自制半成品减值准备 / Allowance for Semi-finished Goods Produced In-house","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","193","","0","","Asset","CZK"
"194 - Opravná položka k výrobkům / 产成品减值准备 / Allowance for Finished Goods","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","194","","0","","Asset","CZK"
"195 - Opravná položka k mladým a ostatním zvířatům a jejich skupinám / 幼畜及其它动物群减值准备 / Allowance Livestock","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","195","","0","","Asset","CZK"
"196 - Opravná položka ke zboží / 商品减值准备 / Allowance for Merchandise","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","196","","0","","Asset","CZK"
"197 - Opravná položka k zálohám na zásoby / 预付存货款减值准备 / Allowance for Prepayments on Inventories","19 - Opravné položky k zásobám / 存货减值准备 / Provisions for Impairment of Supplies","197","","0","","Asset","CZK"
"2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","Assets - Aktiva","","","1","","Asset","CZK"
"21 - Peněžní prostředky v pokladně / 库存现金 / Cash on Hand","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"211 - Pokladna / 库存现金 / Cash on Hand","21 - Peněžní prostředky v pokladně / 库存现金 / Cash on Hand","211","","0","Cash","Asset","CZK"
"213 - Ceniny / 有价票证 / Cash Equivalents (Vouchers/Stamps}","21 - Peněžní prostředky v pokladně / 库存现金 / Cash on Hand","213","","0","Cash","Asset","CZK"
"22 - Peněžní prostředky na účtech / 银行存款 / Bank Accounts","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"221 - Peněžní prostředky na účtech / 银行存款 / Bank Accounts","22 - Peněžní prostředky na účtech / 银行存款 / Bank Accounts","221","","0","Bank","Asset","CZK"
"23 - Krátkodobé úvěry / 短期借款 / Short-term Loans","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"231 - Krátkodobé úvěry / 短期借款 / Short-term Loans","23 - Krátkodobé úvěry / 短期借款 / Short-term Loans","231","","0","","Liability","CZK"
"232 - Eskontní úvěry / 贴现贷款 / Discounted Loans","23 - Krátkodobé úvěry / 短期借款 / Short-term Loans","232","","0","","Liability","CZK"
"24 - Krátkodobé finanční výpomoci / 短期财务援助 / Short-term Financial Assistance","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"241 - Emitované krátkodobé dluhopisy / 发行的短期债券 / Issued Short-term Bonds","24 - Krátkodobé finanční výpomoci / 短期财务援助 / Short-term Financial Assistance","241","","0","","Liability","CZK"
"249 - Ostatní krátkodobé finanční výpomoci / 其他短期财务援助 / Other Short-term Financial Assistance","24 - Krátkodobé finanční výpomoci / 短期财务援助 / Short-term Financial Assistance","249","","0","","Liability","CZK"
"25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"251 - Majetkové cenné papíry k obchodování / 交易性金融资产 / Trading Financial Assets","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","251","","0","","Asset","CZK"
"252 - Vlastní podíly / 自有份额 / Own Shares","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","252","","0","","Asset","CZK"
"253 - Registrované dluhové cenné papíry k obchodování / 交易用注册债务证券 / Trading Debt Securities","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","253","","0","","Asset","CZK"
"254 - Směnky k inkasu / 应收票据 / Bills Receivable","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","254","","0","","Asset","CZK"
"255 - Vlastní dluhopisy / 自身债务证券 / Own Debt Securities","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","255","","0","","Liability","CZK"
"256 - Dluhové cenné papíry se splatností do 1 roku držené do splatnosti / 持有至到期的1年内到期债务证券 / DebtSec1Yr","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","256","","0","","Asset","CZK"
"257 - Ostatní cenné papíry k obchodování / 交易用其他证券 / Other Trading Securities","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","257","","0","","Asset","CZK"
"258 - Podíly – ovládaná nebo ovládající osoba / 股份 – 受控制或控制方 / Equity Investments – Controlled or Controlling Party","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","258","","0","","Asset","CZK"
"259 - Pořizování krátkodobého finančního majetku / 短期金融资产的购置 / Acquisition of Short-term Financial Assets","25 - Krátkodobý finanční majetek / 短期金融资产 / Short-term Financial Assets","259","","0","","Asset","CZK"
"26 - Převody mezi finančními účty / 金融账户之间的转换 / Transfers Between Financial Accounts","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"261 - Peníze na cestě / 在途资金 / Cash in Transit","26 - Převody mezi finančními účty / 金融账户之间的转换 / Transfers Between Financial Accounts","261","","0","","Asset","CZK"
"29 - Opravné položky ke krátkodobému finančnímu majetku / 短期金融资产的减值准备 / Provisions for Short-term Financial Assets","2 - Krátkodobý finanční majetek a peněžní prostředky / 短期金融资产和银行存款 / Short-term Financial Assets and Cash","","","1","","Asset","CZK"
"291 - Opravná položka ke krátkodobému finančnímu majetku / 短期金融资产的减值准备 / Provision for Short-term Financial Assets","29 - Opravné položky ke krátkodobému finančnímu majetku / 短期金融资产的减值准备 / Provisions for Short-term Financial Assets","291","","0","","Asset","CZK"
"3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","Liabilities - Závazky","","","1","","Liability","CZK"
"31 - Pohledávky (krátkodobé i dlouhodobé) / 应收账款（短期和长期） / Receivables (short-term and long-term)","3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","","","1","","Liability","CZK"
"311 - Odběratelé / 应收账款 - 客户 / Accounts Receivable - Customers","31 - Pohledávky (krátkodobé i dlouhodobé) / 应收账款（短期和长期） / Receivables (short-term and long-term)","311","","0","Receivable","Asset","CZK"
"313 - Pohledávky za eskontované cenné papíry / 贴现有价证券应收款项 / Claims from Discounted Securities","31 - Pohledávky (krátkodobé i dlouhodobé) / 应收账款（短期和长期） / Receivables (short-term and long-term)","313","","0","Receivable","Asset","CZK"
"314 - Poskytnuté provozní zálohy / 提供的营运预付款 / Advances to suppliers","31 - Pohledávky (krátkodobé i dlouhodobé) / 应收账款（短期和长期） / Receivables (short-term and long-term)","314","","0","Receivable","Asset","CZK"
"315 - Ostatní pohledávky / 其他应收账款 / Other receivables","31 - Pohledávky (krátkodobé i dlouhodobé) / 应收账款（短期和长期） / Receivables (short-term and long-term)","315","","0","Receivable","Asset","CZK"
"32 - Závazky (krátkodobé) / 负债（短期） / Liabilities (short-term)","3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","","","1","","Liability","CZK"
"321 - Dodavatelé / 供应商 / Suppliers","32 - Závazky (krátkodobé) / 负债（短期） / Liabilities (short-term)","321","","0","Payable","Liability","CZK"
"322 - Směnky k úhradě / 应付票据 / Bills Payable","32 - Závazky (krátkodobé) / 负债（短期） / Liabilities (short-term)","322","","0","Payable","Liability","CZK"
"324 - Přijaté provozní zálohy / 收到的营运预收款 / Advances from customers","32 - Závazky (krátkodobé) / 负债（短期） / Liabilities (short-term)","324","","0","Payable","Liability","CZK"
"325 - Ostatní závazky / 其他负债 / Other liabilities","32 - Závazky (krátkodobé) / 负债（短期） / Liabilities (short-term)","325","","0","Payable","Liability","CZK"
"33 - Zúčtování se zaměstnanci a institucemi / 与员工和机构的结算 / Settlement with employees and institutions","3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","","","1","","Liability","CZK"
"331 - Zaměstnanci / 雇员 / Employees","33 - Zúčtování se zaměstnanci a institucemi / 与员工和机构的结算 / Settlement with employees and institutions","331","","0","","Liability","CZK"
"333 - Ostatní závazky vůči zaměstnancům / 对员工的其他负债 / Other liabilities to employees","33 - Zúčtování se zaměstnanci a institucemi / 与员工和机构的结算 / Settlement with employees and institutions","333","","0","","Liability","CZK"
"335 - Pohledávky za zaměstnanci / 来自员工的应收款项 / Receivables from Employees","33 - Zúčtování se zaměstnanci a institucemi / 与员工和机构的结算 / Settlement with employees and institutions","335","","0","","Asset","CZK"
"336 - Zúčtování s institucemi sociálního zabezpečení a zdravotního pojištění / 与社会保障和健康保险机构的结算 / SS & HI Settlement","33 - Zúčtování se zaměstnanci a institucemi / 与员工和机构的结算 / Settlement with employees and institutions","336","","0","","Liability","CZK"
"34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","","","1","","Liability","CZK"
"341 - Daň z příjmů / 所得税 / Income Tax","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","341","","0","Tax","Liability","CZK"
"342 - Ostatní přímé daně / 其他直接税 / Other Direct Taxes","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","342","","0","Tax","Liability","CZK"
"343 - Daň z přidané hodnoty / 增值税 / Value Added Tax","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","343","","0","Tax","Liability","CZK"
"345 - Ostatní daně a poplatky / 其他税和费用 / Other Taxes and Fees","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","345","","0","Tax","Liability","CZK"
"346 - Dotace ze státního rozpočtu / 国家预算补贴 / Grants from the State Budget","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","346","","0","","Asset","CZK"
"347 - Ostatní dotace / 其他补贴 / Other Grants","34 - Zúčtování daní a dotací / 税收和补贴的结算 / Settlement of Taxes and Subsidies","347","","0","","Asset","CZK"
"35 - Pohledávky za společníky / 股东应收账款 / Receivables from Shareholders","3 - Zúčtovací vztahy / 结算关系 / Settlement Relationships","","","1","","Liability","CZK"
"351 - Pohledávky – ovládaná nebo ovládající osoba / 受控制或控制方的应收账款 / Receivables from Controlled or Controlling Entities","35 - Pohledávky za společníky / 股东应收账款 / Receivables from Shareholders","351","","0","","Asset","CZK"
"352 - Pohledávky – podstatný vliv / 具有重大影响的应收账款 / Receivables – Significant Influence","35 - Pohledávky za společníky / 股东应收账款 / Receivables from Shareholders","352","","0","","Asset","CZK"
"353 - Pohledávky za upsaný základní kapitál / 认购股本的应收账款 / Receivables for Subscribed Share Capital","35 - Pohledávky za společníky / 股东应收账款 / Receivables from Shareholders","353","","0","","Asset","CZK"
