"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"Dospělá zvířata a jejich skupiny / Adult Animals and Their Groups / 成年动物及其群体","Dlouhodobý hmotný majetek – odpisovaný / Tangible Fixed Assets – Depreciable / 有形固定资产-应折旧","026","02","0","Fixed Asset","Asset","CZK"
"Ostatní dlouhodobý hmotný majetek / Other Tangible Fixed Assets / 其他有形固定资产","Dlouhodobý hmotný majetek – odpisovaný / Tangible Fixed Assets – Depreciable / 有形固定资产-应折旧","029","02","0","Fixed Asset","Asset","CZK"
"Dlouhodobý hmotný majetek – neodpisovaný / Tangible Fixed Assets – Non-Depreciable / 有形固定资产-非折旧","Dlouhodobý majetek / Non-current Assets / 非流动资产","03","0","1","","Asset","CZK"
"Pozemky / Land / 土地","Dlouhodobý hmotný majetek – neodpisovaný / Tangible Fixed Assets – Non-Depreciable / 有形固定资产-非折旧","031","03","0","Fixed Asset","Asset","CZK"
"Umělecká díla a sbírky / Works of Art and Collections / 艺术品和收藏品","Dlouhodobý hmotný majetek – neodpisovaný / Tangible Fixed Assets – Non-Depreciable / 有形固定资产-非折旧","032","03","0","Fixed Asset","Asset","CZK"
"Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","Dlouhodobý majetek / Non-current Assets / 非流动资产","04","0","1","","Asset","CZK"
"Nedokončený dlouhodobý nehmotný majetek / Unfinished Long-Term Intangible Assets / 未完成长期无形资产","Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","041","04","0","","Asset","CZK"
"Nedokončený dlouhodobý hmotný majetek / Unfinished Long-Term Tangible Assets / 未完成长期有形资产","Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","042","04","0","","Asset","CZK"
"Pořizovaný dlouhodobý finanční majetek / Long-Term Financial Assets in Progress / 购置中的长期金融资产","Nedokončený dlouhodobý nehmotný a hmotný majetek a pořizovaný dlouhodobý finanční majetek","043","04","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý majetek / Advances Provided for Long-Term Assets / 长期资产预付款","Dlouhodobý majetek / Non-current Assets / 非流动资产","05","0","1","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý nehmotný majetek / Intangible Advances / 长期无形资产预付款","Poskytnuté zálohy na dlouhodobý majetek / Advances Provided for Long-Term Assets / 长期资产预付款","051","05","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý hmotný majetek / Tangible Advances / 长期有形资产预付款","Poskytnuté zálohy na dlouhodobý majetek / Advances Provided for Long-Term Assets / 长期资产预付款","052","05","0","","Asset","CZK"
"Poskytnuté zálohy na dlouhodobý finanční majetek / Advances for LT Fin Assets / 长期金融资产预付款","Poskytnuté zálohy na dlouhodobý majetek / Advances Provided for Long-Term Assets / 长期资产预付款","053","05","0","","Asset","CZK"
"Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","Dlouhodobý majetek / Non-current Assets / 非流动资产","06","0","1","","Asset","CZK"
"Podíly – ovládaná nebo ovládající osoba / Shares – Controlled or Controlling Entity / 股份–被控制或控制实体","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","061","06","0","","Asset","CZK"
"Podíly – podstatný vliv / Shares – Significant Influence / 股份–重大影响","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","062","06","0","","Asset","CZK"
"Ostatní dlouhodobé cenné papíry a podíly / Other Long-term Securities and Shares / 其他长期证券及股份","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","063","06","0","","Asset","CZK"
"Dluhové cenné papíry držené do splatnosti / Debt Securities Held to Maturity / 持有至到期债务证券","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","065","06","0","","Asset","CZK"
"Zápůjčky a úvěry – ovládaná nebo ovládající osoba / Loans – Control Entities / 贷款及借款–被控制或控制实体","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","066","06","0","","Asset","CZK"
"Ostatní zápůjčky a úvěry / Other Loans and Borrowings / 其他贷款及借款","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","067","06","0","","Asset","CZK"
"Ostatní dlouhodobý finanční majetek / Other Long-term Financial Assets / 其他长期金融资产","Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","069","06","0","","Asset","CZK"
"Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","Dlouhodobý majetek / Non-current Assets / 非流动资产","07","0","1","","Asset","CZK"
"Oprávky ke zřizovacím výdajům / Accumulated Depreciation of Establishment Costs / 开办费累计折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","071","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k nehmotným výsledkům výzkumu a vývoje / Acc. Depr. R&D Results / 研发成果累计折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","072","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k softwaru / Accumulated Depreciation of Software / 软件累计折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","073","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatním ocenitelným právům / Accumulated Depreciation of Other Valuables Rights / 其他权利折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","074","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky ke goodwillu / Accumulated Depreciation of Goodwill / 商誉累计折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","075","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatnímu dlouhodobému nehmotnému majetku / Acc. Depr. Other LT Intangibles / 其他长期无形资产累计折旧","Oprávky k dlouhodobému nehmotnému majetku / Acc. Depr. LT Intangibles / 长期无形资产累计折旧","079","07","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","Dlouhodobý majetek / Non-current Assets / 非流动资产","08","0","1","","Asset","CZK"
"Oprávky ke stavbám / Accumulated Depreciation of Buildings / 建筑物累计折旧","Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","081","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k hmotným movitým věcem a jejich souborům / Acc. Dep. Movable Assets / 有形动产及其组合累计折旧","Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","082","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k pěstitelským celkům trvalých porostů / Acc. Dep. Permanent Crops / 永久性作物累计折旧","Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","085","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k dospělým zvířatům a jejich skupinám / Acc. Dep. Adult Animals / 成年动物及其群体累计折旧","Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","086","08","0","Accumulated Depreciation","Asset","CZK"
"Oprávky k ostatnímu dlouhodobému hmotnému majetku / Acc. Dep. Other Tangible FA / 其他有形固定资产累计折旧","Oprávky k dlouhodobému hmotnému majetku / Acc. Dep. Tangible FA / 有形固定资产累计折旧","089","08","0","Accumulated Depreciation","Asset","CZK"
"Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","Dlouhodobý majetek / Non-current Assets / 非流动资产","09","0","1","","Asset","CZK"
"Opravná položka k dlouhodobému nehmotnému majetku / Allow. Intangible FA / 无形资产减值准备","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","091","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému hmotnému majetku / Allowance for Long-Term Tangible Assets / 长期有形资产减值","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","092","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému nedokončenému nehmotnému majetku / Allowance for LT Intangibles UC","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","093","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému nedokončenému hmotnému majetku / Allowance for LT Tangibles UC","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","094","09","0","","Asset","CZK"
"Opravná položka k poskytnutým zálohám na dlouhodobý majetek / Allowance for LT Asset Advances","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","095","09","0","","Asset","CZK"
"Opravná položka k dlouhodobému finančnímu majetku / Allowance for LT Financial Assets / 长期金融资产减值准备","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","096","09","0","","Asset","CZK"
"Oceňovací rozdíl k nabytému majetku / Valuation Difference on Acquired Assets / 取得资产估值差异","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","097","09","0","","Asset","CZK"
"Oprávky k oceňovacímu rozdílu k nabytému majetku / Accum Depr on Valuation Diff / 取得资产估值差异累计折旧","Opravné položky k dlouhodobému majetku / Allowances for Impairment of Fixed Assets / 固定资产减值准备","098","09","0","","Asset","CZK"
"Zásoby / Inventories / 存货","Assets - Aktiva","1","","1","","Asset","CZK"
"Materiál / Raw Materials / 原材料","Zásoby / Inventories / 存货","11","1","1","","Asset","CZK"
"Pořízení materiálu / Acquisition of Materials / 材料采购","Materiál / Raw Materials / 原材料","111","11","0","","Asset","CZK"
"Materiál na skladě / Materials in Stock / 库存材料","Materiál / Raw Materials / 原材料","112","11","0","Stock","Asset","CZK"
"Materiál na cestě / Materials in Transit / 在途材料","Materiál / Raw Materials / 原材料","119","11","0","","Asset","CZK"
"Zásoby vlastní činnosti / Self-Produced Inventories / 自制存货","Zásoby / Inventories / 存货","12","1","1","","Asset","CZK"
"Nedokončená výroba / Work in Progress / 在产品","Zásoby vlastní činnosti / Self-Produced Inventories / 自制存货","121","12","0","","Asset","CZK"
"Polotovary vlastní výroby / Self-Produced Semi-Finished Goods / 自制半成品","Zásoby vlastní činnosti / Self-Produced Inventories / 自制存货","122","12","0","","Asset","CZK"
"Výrobky / Finished Goods / 产成品","Zásoby vlastní činnosti / Self-Produced Inventories / 自制存货","123","12","0","","Asset","CZK"
"Mladá a ostatní zvířata a jejich skupiny / Young and Other Animals and Their Groups / 幼畜及其他动物及其群体","Zásoby vlastní činnosti / Self-Produced Inventories / 自制存货","124","12","0","","Asset","CZK"
"Zboží / Goods / 商品","Zásoby / Inventories / 存货","13","1","1","","Asset","CZK"
"Pořízení zboží / Purchase of Goods / 商品采购","Zboží / Goods / 商品","131","13","0","","Asset","CZK"
"Zboží na skladě a v prodejnách / Goods in Warehouse and Retail Stores / 库存及零售店商品","Zboží / Goods / 商品","132","13","0","Stock","Asset","CZK"
"Zboží na cestě / Goods in Transit / 在途商品","Zboží / Goods / 商品","139","13","0","","Asset","CZK"
"Poskytnuté zálohy na zásoby / Advances Provided for Inventory / 库存预付款","Zásoby / Inventories / 存货","15","1","1","","Asset","CZK"
"Poskytnuté zálohy na materiál / Advances Provided for Materials / 材料预付款","Poskytnuté zálohy na zásoby / Advances Provided for Inventory / 库存预付款","151","15","0","","Asset","CZK"
"Poskytnuté zálohy na zboží / Advances Provided for Goods / 商品预付款","Poskytnuté zálohy na zásoby / Advances Provided for Inventory / 库存预付款","152","15","0","","Asset","CZK"
"Poskytnuté zálohy na zvířata / Advances Provided for Animals / 动物预付款","Poskytnuté zálohy na zásoby / Advances Provided for Inventory / 库存预付款","153","15","0","","Asset","CZK"
"Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","Zásoby / Inventories / 存货","19","1","1","","Asset","CZK"
"Opravná položka k materiálu / Allowance for Raw Materials / 原材料减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","191","19","0","","Asset","CZK"
"Opravná položka k nedokončené výrobě / Allowance for Work in Progress / 在产品减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","192","19","0","","Asset","CZK"
"Opravná položka k polotovarům vlastní výroby / Semi-Finished Allowance / 自制半成品减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","193","19","0","","Asset","CZK"
"Opravná položka k výrobkům / Allowance for Finished Goods / 产成品减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","194","19","0","","Asset","CZK"
"Opravná položka k mladým a ostatním zvířatům a jejich skupinám / Animals Allowance / 幼畜及其他动物及其群组减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","195","19","0","","Asset","CZK"
"Opravná položka ke zboží / Allowance for Merchandise / 商品减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","196","19","0","","Asset","CZK"
"Opravná položka k zálohám na zásoby / Allowance for Inventory Advances / 存货预付款减值准备","Opravné položky k zásobám / Allowances for Inventory / 存货减值准备","197","19","0","","Asset","CZK"
"Peněžní prostředky v pokladně / Cash on Hand / 库存现金","Assets - Aktiva","21","","1","","Asset","CZK"
"Pokladna / Cash on Hand / 库存现金","Peněžní prostředky v pokladně / Cash on Hand / 库存现金","211","21","0","Cash","Asset","CZK"
"Ceniny / Vouchers and Stamps / 代金券及邮票","Peněžní prostředky v pokladně / Cash on Hand / 库存现金","213","21","0","Cash","Asset","CZK"
"Peněžní prostředky na účtech / Bank Accounts / 银行存款","Assets - Aktiva","22","","1","","Asset","CZK"
"Peněžní prostředky na účtech / Bank Accounts / 银行存款","Peněžní prostředky na účtech / Bank Accounts / 银行存款","221","22","0","Bank","Asset","CZK"
"Krátkodobé úvěry / Short-term Loans / 短期借款","Liabilities - Závazky","23","","1","","Liability","CZK"
"Krátkodobé úvěry / Short-term Loans / 短期借款","Krátkodobé úvěry / Short-term Loans / 短期借款","231","23","0","","Liability","CZK"
"Eskontní úvěry / Discount Loans / 贴现贷款","Krátkodobé úvěry / Short-term Loans / 短期借款","232","23","0","","Liability","CZK"
"Krátkodobé finanční výpomoci / Short-term Financial Assistance / 短期财务援助","Liabilities - Závazky","24","","1","","Liability","CZK"
"Emitované krátkodobé dluhopisy / Short-term Bonds Issued / 发行的短期债券","Krátkodobé finanční výpomoci / Short-term Financial Assistance / 短期财务援助","241","24","0","","Liability","CZK"
"Ostatní krátkodobé finanční výpomoci / Other Short-term Financial Assistance / 其他短期财务援助","Krátkodobé finanční výpomoci / Short-term Financial Assistance / 短期财务援助","249","24","0","","Liability","CZK"
"Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","Assets - Aktiva","25","","1","","Asset","CZK"
"Majetkové cenné papíry k obchodování / Trading Equity Securities / 交易性权益证券","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","251","25","0","","Asset","CZK"
"Vlastní podíly / Own Shares / 自有股份","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","252","25","0","","Asset","CZK"
"Registrované dluhové cenné papíry k obchodování / Registered Debt Securities for Trading / 注册交易性债务证券","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","253","25","0","","Asset","CZK"
"Směnky k inkasu / Bills for Collection / 托收票据","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","254","25","0","","Asset","CZK"
"Vlastní dluhopisy / Own Bonds / 自有债券","Liabilities - Závazky","255","","0","","Liability","CZK"
"Dluhové cenné papíry se splatností do 1 roku držené do splatnosti / HTM debt securities <1Y","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","256","25","0","","Asset","CZK"
"Ostatní cenné papíry k obchodování / Other trading securities / 其他交易性金融资产","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","257","25","0","","Asset","CZK"
"Podíly – ovládaná nebo ovládající osoba / Shares – Controlled or Controlling Entity / 股份–被控制或控制实体","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","258","25","0","","Asset","CZK"
"Pořizování krátkodobého finančního majetku / Acquisition of short-term financial assets / 短期金融资产的购置","Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","259","25","0","","Asset","CZK"
"Převody mezi finančními účty / Transfers between financial accounts / 金融账户间转账","Assets - Aktiva","26","","1","","Asset","CZK"
"Peníze na cestě / Cash in transit / 在途现金","Převody mezi finančními účty / Transfers between financial accounts / 金融账户间转账","261","26","0","","Asset","CZK"
"Opravné položky ke krátkodobému finančnímu majetku / ST asset allowances / 短期金融资产减值准备","Assets - Aktiva","29","","1","","Asset","CZK"
"Opravná položka ke krátkodobému finančnímu majetku / ST asset allowance / 短期金融资产减值准备","Opravné položky ke krátkodobému finančnímu majetku / ST asset allowances / 短期金融资产减值准备","291","29","0","","Asset","CZK"
"Pohledávky (krátkodobé i dlouhodobé) / Receivables (short-term and long-term) / 应收账款（短期及长期）","Assets - Aktiva","31","","1","","Asset","CZK"
"Odběratelé / Trade Receivables / 应收账款-客户","Pohledávky (krátkodobé i dlouhodobé) / Receivables (short-term and long-term) / 应收账款（短期及长期）","311","31","0","Receivable","Asset","CZK"
"Pohledávky za eskontované cenné papíry / Receivables from Discounted Securities / 贴现证券应收账款","Pohledávky (krátkodobé i dlouhodobé) / Receivables (short-term and long-term) / 应收账款（短期及长期）","313","31","0","Receivable","Asset","CZK"
"Poskytnuté provozní zálohy / Operating Advances Provided / 提供的运营预付款","Pohledávky (krátkodobé i dlouhodobé) / Receivables (short-term and long-term) / 应收账款（短期及长期）","314","31","0","Receivable","Asset","CZK"
"Ostatní pohledávky / Other Receivables / 其他应收账款","Pohledávky (krátkodobé i dlouhodobé) / Receivables (short-term and long-term) / 应收账款（短期及长期）","315","31","0","Receivable","Asset","CZK"
"Závazky (krátkodobé) / Short-term Liabilities / 短期负债","Liabilities - Závazky","32","","1","","Liability","CZK"
"Dodavatelé / Trade Payables / 应付账款-供应商","Závazky (krátkodobé) / Short-term Liabilities / 短期负债","321","32","0","Payable","Liability","CZK"
"Směnky k úhradě / Bills Payable / 应付票据","Závazky (krátkodobé) / Short-term Liabilities / 短期负债","322","32","0","Payable","Liability","CZK"
"Přijaté provozní zálohy / Operating Advances Received / 收到的运营预付款","Závazky (krátkodobé) / Short-term Liabilities / 短期负债","324","32","0","Payable","Liability","CZK"
"Ostatní závazky / Other Liabilities / 其他负债","Závazky (krátkodobé) / Short-term Liabilities / 短期负债","325","32","0","Payable","Liability","CZK"
"Zúčtování se zaměstnanci a institucemi / Settlements with Employees and Institutions / 与员工及机构的结算","Liabilities - Závazky","33","","1","","Liability","CZK"
"Zaměstnanci / Employees / 员工","Zúčtování se zaměstnanci a institucemi / Settlements with Employees and Institutions / 与员工及机构的结算","331","33","0","","Liability","CZK"
"Ostatní závazky vůči zaměstnancům / Other Employee Liabilities / 其他员工负债","Zúčtování se zaměstnanci a institucemi / Settlements with Employees and Institutions / 与员工及机构的结算","333","33","0","","Liability","CZK"
"Pohledávky za zaměstnanci / Employee Receivables / 员工应收账款","Assets - Aktiva","335","","0","","Asset","CZK"
"Zúčtování s institucemi sociálního zabezpečení a zdravotního pojištění / SS & HI Settle / 社保医保结算","Zúčtování se zaměstnanci a institucemi / Settlements with Employees and Institutions / 与员工及机构的结算","336","33","0","","Liability","CZK"
"Zúčtování daní a dotací / Tax and Subsidy Settlements / 税收及补贴结算","Liabilities - Závazky","34","","1","","Liability","CZK"
"Daň z příjmů / Income Tax / 所得税","Zúčtování daní a dotací / Tax and Subsidy Settlements / 税收及补贴结算","341","34","0","Tax","Liability","CZK"
"Ostatní přímé daně / Other Direct Taxes / 其他直接税","Zúčtování daní a dotací / Tax and Subsidy Settlements / 税收及补贴结算","342","34","0","Tax","Liability","CZK"
"Daň z přidané hodnoty / Value Added Tax / 增值税","Zúčtování daní a dotací / Tax and Subsidy Settlements / 税收及补贴结算","343","34","0","Tax","Liability","CZK"
"Ostatní daně a poplatky / Other Taxes and Fees / 其他税费","Zúčtování daní a dotací / Tax and Subsidy Settlements / 税收及补贴结算","345","34","0","Tax","Liability","CZK"
"Dotace ze státního rozpočtu / State Budget Subsidies / 国家预算补贴","Assets - Aktiva","346","","0","","Asset","CZK"
"Ostatní dotace / Other Subsidies / 其他补贴","Assets - Aktiva","347","","0","","Asset","CZK"
"Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","Assets - Aktiva","35","","1","","Asset","CZK"
"Pohledávky – ovládaná nebo ovládající osoba / Related Party Receivables / 受控或控制方应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","351","35","0","","Asset","CZK"
"Pohledávky – podstatný vliv / Receivables from Significant Influence Entities / 重大影响方应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","352","35","0","","Asset","CZK"
"Pohledávky za upsaný základní kapitál / Receivables for Subscribed Share Capital / 认缴注册资本应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","353","35","0","","Asset","CZK"
"Pohledávky za společníky při úhradě ztráty / Receivables from Members for Loss Coverage / 股东损失补偿应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","354","35","0","","Asset","CZK"
"Ostatní pohledávky za společníky obchodní korporace / Other Members Receivables / 商业公司股东其他应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","355","35","0","","Asset","CZK"
"Pohledávky za společníky sdruženými ve společnosti / Receivables from Associated Members / 联合股东应收账款","Pohledávky za společníky / Receivables from Shareholders / 股东应收账款","358","35","0","","Asset","CZK"
"Závazky ke společníkům / Liabilities to Members / 对股东负债","Liabilities - Závazky","36","","1","","Liability","CZK"
"Závazky – ovládaná nebo ovládající osoba / Liabilities – Controlled or Controlling Entity / 控制方负债","Závazky ke společníkům / Liabilities to Members / 对股东负债","361","36","0","","Liability","CZK"
"Závazky – podstatný vliv / Liabilities – Significant Influence / 负债-重大影响","Závazky ke společníkům / Liabilities to Members / 对股东负债","362","36","0","","Liability","CZK"
"Závazky ke společníkům při rozdělování zisku / Profit Distribution Liabilities / 利润分配对股东负债","Závazky ke společníkům / Liabilities to Members / 对股东负债","364","36","0","","Liability","CZK"
"Ostatní závazky ke společníkům obchodní korporace / Other Liabilities to Members / 商业公司成员的其他负债","Závazky ke společníkům / Liabilities to Members / 对股东负债","365","36","0","","Liability","CZK"
"Závazky ke společníkům obchodní korporace ze závislé činnosti","Závazky ke společníkům / Liabilities to Members / 对股东负债","366","36","0","","Liability","CZK"
"Závazky z upsaných nesplacených cenných papírů a vkladů / Unpaid Securities Liabilities / 未付证券负债","Závazky ke společníkům / Liabilities to Members / 对股东负债","367","36","0","","Liability","CZK"
"Závazky ke společníkům sdruženým ve společnosti / Liabilities to Associated Members / 公司关联成员的负债","Závazky ke společníkům / Liabilities to Members / 对股东负债","368","36","0","","Liability","CZK"
"Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","Assets - Aktiva","37","","1","","Asset","CZK"
"Pohledávky z prodeje podniku / Receivables from Sale of Business / 企业出售应收账款","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","371","37","0","","Asset","CZK"
"Závazky z koupě podniku / Liabilities from Purchase of Business / 企业购买负债","Liabilities - Závazky","372","","0","","Liability","CZK"
"Pohledávky a závazky z pevných termínových operací / Fixed-Term Receivables/Liabilities / 固定期限应收应付","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","373","37","0","","Asset","CZK"
"Pohledávky z nájmu a pachtu / Lease and Rental Receivables / 租赁和租金应收账款","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","374","37","0","","Asset","CZK"
"Pohledávky z vydaných dluhopisů / Bonds Issued Receivables / 发行债券应收账款","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","375","37","0","","Asset","CZK"
"Nakoupené opce / Purchased Options / 购入期权","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","376","37","0","","Asset","CZK"
"Prodané opce / Sold Options / 售出期权","Liabilities - Závazky","377","","0","","Liability","CZK"
"Jiné pohledávky / Other Receivables / 其他应收账款","Jiné pohledávky a závazky / Other Receivables and Liabilities / 其他应收及应付账款","378","37","0","","Asset","CZK"
"Jiné závazky / Other Liabilities / 其他负债","Liabilities - Závazky","379","","0","","Liability","CZK"
"Přechodné účty aktiv a pasiv / Suspense Accounts for Assets and Liabilities / 资产和负债暂记账户","Assets - Aktiva","38","","1","","Asset","CZK"
"Náklady příštích období / Prepaid Expenses / 预付费用","Přechodné účty aktiv a pasiv / Suspense Accounts for Assets and Liabilities / 资产和负债暂记账户","381","38","0","","Asset","CZK"
"Komplexní náklady příštích období / Deferred Expenses / 递延费用","Přechodné účty aktiv a pasiv / Suspense Accounts for Assets and Liabilities / 资产和负债暂记账户","382","38","0","","Asset","CZK"
"Výdaje příštích období / Prepaid Expenses / 预付费用","Liabilities - Závazky","383","","0","","Liability","CZK"
"Výnosy příštích období / Deferred Revenue / 递延收入","Liabilities - Závazky","384","","0","","Liability","CZK"
"Příjmy příštích období / Unearned Revenue / 预收收入","Přechodné účty aktiv a pasiv / Suspense Accounts for Assets and Liabilities / 资产和负债暂记账户","385","38","0","","Asset","CZK"
