"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"014 - Ocenitelná práva / Measurable Rights / 可计量权利","A.I.3. - Ocenitelná práva / Measurable Rights / 可计量权利","014","","0","","Asset","CZK"
"A.I.4. - Povolenky na emise a preferenční limity / Emission Allowances and Preferential Limits / 排放许可和优先限额","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"015 - Povolenky na emise a preferenční limity / Emission Allowances and Preferential Limits / 排放许可和优先限额","A.I.4. - Povolenky na emise a preferenční limity / Emission Allowances and Preferential Limits / 排放许可和优先限额","015","","0","","Asset","CZK"
"A.I.5. - Drobný dlouhodobý nehmotný majetek / Minor Long-term Intangible Assets / 小额长期无形资产","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"018 - Drobný dlouhodobý nehmotný majetek / Minor Long-term Intangible Assets / 小额长期无形资产","A.I.5. - Drobný dlouhodobý nehmotný majetek / Minor Long-term Intangible Assets / 小额长期无形资产","018","","0","","Asset","CZK"
"A.I.6. - Ostatní dlouhodobý nehmotný majetek / Other Intangible Assets / 其他无形资产","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"019 - Ostatní dlouhodobý nehmotný majetek / Other Intangible Assets / 其他无形资产","A.I.6. - Ostatní dlouhodobý nehmotný majetek / Other Intangible Assets / 其他无形资产","019","","0","","Asset","CZK"
"A.I.7. - Nedokončený dlouhodobý nehmotný majetek / Incomplete Long-term Intangible Assets / 未完成的长期无形资产","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"041 - Nedokončený dlouhodobý nehmotný majetek / Incomplete Long-term Intangible Assets / 未完成的长期无形资产","A.I.7. - Nedokončený dlouhodobý nehmotný majetek / Incomplete Long-term Intangible Assets / 未完成的长期无形资产","041","","0","","Asset","CZK"
"A.I.8. - Poskytnuté zálohy na dlouhodobý nehmotný majetek / Advances for Long-term Intangible Assets / 长期无形资产预付款","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"051 - Poskytnuté zálohy na dlouhodobý nehmotný majetek / Advances for Long-term Intangible Assets / 长期无形资产预付款","A.I.8. - Poskytnuté zálohy na dlouhodobý nehmotný majetek / Advances for Long-term Intangible Assets / 长期无形资产预付款","051","","0","","Asset","CZK"
"A.I.9. - Dlouhodobý nehmotný majetek určený k prodeji / Long-term Intangible Assets Held for Sale / 持有待售的长期无形资产","A.I. - Dlouhodobý nehmotný majetek / Long-term Intangible Assets / 长期无形资产","","","1","","Asset","CZK"
"035 - Dlouhodobý nehmotný majetek určený k prodeji / Long-term Intangible Assets Held for Sale / 持有待售的长期无形资产","A.I.9. - Dlouhodobý nehmotný majetek určený k prodeji / Long-term Intangible Assets Held for Sale / 持有待售的长期无形资产","035","","0","","Asset","CZK"
"A.III. - Dlouhodobý finanční majetek / Long-term Financial Assets / 长期金融资产","A. - Stálá aktiva / Fixed Assets / 固定资产","","","1","","Asset","CZK"
"AKTIVA - Aktiva celkem / Total Assets / 总资产","Assets - Aktiva - 资产","","","1","","Asset","CZK"
"B.I.1. - Pořízení materiálu / Acquisition of Materials / 材料采购","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"111 - Pořízení materiálu / Acquisition of Materials / 材料采购","B.I.1. - Pořízení materiálu / Acquisition of Materials / 材料采购","111","","0","","Asset","CZK"
"B.I.2. - Materiál na skladě / Inventory / 库存材料","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"112 - Materiál na skladě / Inventory / 库存材料","B.I.2. - Materiál na skladě / Inventory / 库存材料","112","","0","","Asset","CZK"
"B.I.3. - Materiál na cestě / Materials in Transit / 在途材料","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"119 - Materiál na cestě / Materials in Transit / 在途材料","B.I.3. - Materiál na cestě / Materials in Transit / 在途材料","119","","0","","Asset","CZK"
"B.I.4. - Nedokončená výroba / Work in Progress / 在产品","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"121 - Nedokončená výroba / Work in Progress / 在产品","B.I.4. - Nedokončená výroba / Work in Progress / 在产品","121","","0","","Asset","CZK"
"B.I.5. - Polotovary vlastní výroby / Work in Progress of Own Production / 自产半成品","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"122 - Polotovary vlastní výroby / Work in Progress of Own Production / 自产半成品","B.I.5. - Polotovary vlastní výroby / Work in Progress of Own Production / 自产半成品","122","","0","","Asset","CZK"
"B.I.6. - Výrobky / Inventories / 存货","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"123 - Výrobky / Inventories / 存货","B.I.6. - Výrobky / Inventories / 存货","123","","0","","Asset","CZK"
"B.I.7. - Pořízení zboží / Acquisition of Goods / 商品采购","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"131 - Pořízení zboží / Acquisition of Goods / 商品采购","B.I.7. - Pořízení zboží / Acquisition of Goods / 商品采购","131","","0","","Asset","CZK"
"B.I.8. - Zboží na skladě / Inventory / 存货","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"132 - Zboží na skladě / Inventory / 存货","B.I.8. - Zboží na skladě / Inventory / 存货","132","","0","","Asset","CZK"
"B.I.9. - Zboží na cestě / Goods in Transit / 在途商品","B.I. - Zásoby / Inventories / 存货","","","1","","Asset","CZK"
"138 - Zboží na cestě / Goods in Transit / 在途商品","B.I.9. - Zboží na cestě / Goods in Transit / 在途商品","138","","0","","Asset","CZK"
"B.III. - Krátkodobý finanční majetek / Short-term Financial Assets / 短期金融资产","B. - Oběžná aktiva / Current Assets / 流动资产","","","1","","Asset","CZK"
"C.I.1. - Jmění účetní jednotky / Net Assets of the Accounting Unit / 会计单位的净资产","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"401 - Jmění účetní jednotky / Net Assets of the Accounting Unit / 会计单位的净资产","C.I.1. - Jmění účetní jednotky / Net Assets of the Accounting Unit / 会计单位的净资产","401","","0","","Equity","CZK"
"C.I.2. - Fond privatizace / Privatization Fund / 私有化基金","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"402 - Fond privatizace / Privatization Fund / 私有化基金","C.I.2. - Fond privatizace / Privatization Fund / 私有化基金","402","","0","","Equity","CZK"
"C.I.3. - Transfery na pořízení dlouhodobého majetku / Transfers for Acquisition of Long-Term Assets / 长期资产购置转移","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"403 - Transfery na pořízení dlouhodobého majetku / Transfers for Acquisition of Long-Term Assets / 长期资产购置转移","C.I.3. - Transfery na pořízení dlouhodobého majetku / Transfers for Acquisition of Long-Term Assets / 长期资产购置转移","403","","0","","Equity","CZK"
"C.I.4. - Kurzové rozdíly / Foreign Exchange Differences / 外汇差额","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"405 - Kurzové rozdíly / Foreign Exchange Differences / 外汇差额","C.I.4. - Kurzové rozdíly / Foreign Exchange Differences / 外汇差额","405","","0","","Equity","CZK"
"C.I.5. - Oceňovací rozdíly při prvotním použití metody / Revaluation Differences on Initial Application of a Method / 首次重估差异","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"406 - Oceňovací rozdíly při prvotním použití metody / Revaluation Differences on Initial Application of a Method / 首次采用方法时的重估差异","C.I.5. - Oceňovací rozdíly při prvotním použití metody / Revaluation Differences on Initial Application of a Method / 首次重估差异","406","","0","","Equity","CZK"
"C.I.6. - Jiné oceňovací rozdíly / Other Revaluation Differences / 其他重估差异","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"407 - Jiné oceňovací rozdíly / Other Revaluation Differences / 其他重估差异","C.I.6. - Jiné oceňovací rozdíly / Other Revaluation Differences / 其他重估差异","407","","0","","Equity","CZK"
"C.I.7. - Opravy předcházejících účetních období / Prior Period Adjustments / 前期差错更正","C.I. - Jmění účetní jednotky a upravující položky / Equity of the Accounting Unit and Adjusting Items / 会计单位净资产及调整项目","","","1","","Equity","CZK"
"408 - Opravy předcházejících účetních období / Prior Period Adjustments / 前期差错更正","C.I.7. - Opravy předcházejících účetních období / Prior Period Adjustments / 前期差错更正","408","","0","","Equity","CZK"
"C.III. - Výsledek hospodaření / Operating Result / 经营成果","C. - Vlastní kapitál / Equity / Net Assets / 所有者权益 / 净资产","","","1","","Equity","CZK"
"D.I.1. - Rezervy / Provisions / 预计负债","D.I. - Rezervy / Provisions / 预计负债","","","1","","Liability","CZK"
"441 - Rezervy / Provisions / 预计负债","D.I.1. - Rezervy / Provisions / 预计负债","441","","0","","Liability","CZK"
"D.III. - Krátkodobé závazky / Short-term Liabilities / 短期负债","D. - Cizí zdroje / Liabilities / 负债","","","1","","Liability","CZK"
"PASIVA - Pasiva celkem / Total Liabilities / 总负债","Liabilities - Pasiva - 负债","","","1","","Liability","CZK"
"A.I.1. - Spotřeba materiálu / Consumption of Materials / 材料消耗","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"501 - Spotřeba materiálu / Consumption of Materials / 材料消耗","A.I.1. - Spotřeba materiálu / Consumption of Materials / 材料消耗","501","","0","","Expense","CZK"
"A.I.2. - Spotřeba energie / Energy Consumption / 能源消耗","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"502 - Spotřeba energie / Energy Consumption / 能源消耗","A.I.2. - Spotřeba energie / Energy Consumption / 能源消耗","502","","0","","Expense","CZK"
"A.I.3. - Spotřeba jiných neskladovatelných dodávek / Consumption of Other Non-Stockable Supplies / 其他非库存物资的消耗","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"503 - Spotřeba jiných neskladovatelných dodávek / Consumption of Other Non-Stockable Supplies / 其他非库存物资的消耗","A.I.3. - Spotřeba jiných neskladovatelných dodávek / Consumption of Other Non-Stockable Supplies / 其他非库存物资的消耗","503","","0","","Expense","CZK"
"A.I.4. - Prodané zboží / Goods Sold / 已售商品","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"504 - Prodané zboží / Goods Sold / 已售商品","A.I.4. - Prodané zboží / Goods Sold / 已售商品","504","","0","","Expense","CZK"
"A.I.5. - Aktivace dlouhodobého majetku / Capitalization of Long-term Assets / 长期资产的资本化","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"506 - Aktivace dlouhodobého majetku / Capitalization of Long-term Assets / 长期资产的资本化","A.I.5. - Aktivace dlouhodobého majetku / Capitalization of Long-term Assets / 长期资产的资本化","506","","0","","Expense","CZK"
"A.I.6. - Aktivace oběžného majetku / Capitalization of Current Assets / 流动资产资本化","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"507 - Aktivace oběžného majetku / Capitalization of Current Assets / 流动资产资本化","A.I.6. - Aktivace oběžného majetku / Capitalization of Current Assets / 流动资产资本化","507","","0","","Expense","CZK"
"A.I.7. - Změna stavu zásob vlastní výroby / Change in Inventories of Goods Produced / 自产存货变动","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"508 - Změna stavu zásob vlastní výroby / Change in Inventories of Goods Produced / 自产存货变动","A.I.7. - Změna stavu zásob vlastní výroby / Change in Inventories of Goods Produced / 自产存货变动","508","","0","","Expense","CZK"
"A.I.8. - Opravy a udržování / Repairs and Maintenance / 修理和维护","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"511 - Opravy a udržování / Repairs and Maintenance / 修理和维护","A.I.8. - Opravy a udržování / Repairs and Maintenance / 修理和维护","511","","0","","Expense","CZK"
"A.I.9. - Cestovné / Travel Expenses / 差旅费","A.I. - Náklady z činnosti / Operating Expenses / 经营费用","","","1","","Expense","CZK"
"512 - Cestovné / Travel Expenses / 差旅费","A.I.9. - Cestovné / Travel Expenses / 差旅费","512","","0","","Expense","CZK"
"A.III. - Náklady na transfery / Transfer Costs / 转移成本","A. - NÁKLADY CELKEM / Total Expenses / 总费用","","","1","","Expense","CZK"
"A.V.1. - Daň z příjmů / Income Tax / 所得税","A.V. - Daň z příjmů / Income Tax / 所得税","","","1","","Expense","CZK"
"591 - Daň z příjmů / Income Tax / 所得税","A.V.1. - Daň z příjmů / Income Tax / 所得税","591","","0","","Expense","CZK"
"A.V.2. - Dodatečné odvody daně z příjmů / Additional Income Tax Deductions / 额外所得税扣除","A.V. - Daň z příjmů / Income Tax / 所得税","","","1","","Expense","CZK"
"595 - Dodatečné odvody daně z příjmů / Additional Income Tax Deductions / 额外所得税扣除","A.V.2. - Dodatečné odvody daně z příjmů / Additional Income Tax Deductions / 额外所得税扣除","595","","0","","Expense","CZK"
"B.I.1. - Výnosy z prodeje vlastních výrobků / Revenue from Sale of Own Products / 自产产品销售收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"601 - Výnosy z prodeje vlastních výrobků / Revenue from Sale of Own Products / 自产产品销售收入","B.I.1. - Výnosy z prodeje vlastních výrobků / Revenue from Sale of Own Products / 自产产品销售收入","601","","0","","Income","CZK"
"B.I.2. - Výnosy z prodeje služeb / Revenue from Sale of Services / 销售服务收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"602 - Výnosy z prodeje služeb / Revenue from Sale of Services / 销售服务收入","B.I.2. - Výnosy z prodeje služeb / Revenue from Sale of Services / 销售服务收入","602","","0","","Income","CZK"
"B.I.3. - Výnosy z pronájmu / Rental Income / 租赁收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"603 - Výnosy z pronájmu / Rental Income / 租赁收入","B.I.3. - Výnosy z pronájmu / Rental Income / 租赁收入","603","","0","","Income","CZK"
"B.I.4. - Výnosy z prodaného zboží / Revenue from Sale of Goods / 销售商品收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"604 - Výnosy z prodaného zboží / Revenue from Sale of Goods / 销售商品收入","B.I.4. - Výnosy z prodaného zboží / Revenue from Sale of Goods / 销售商品收入","604","","0","","Income","CZK"
"B.I.5. - Výnosy ze správních poplatků / Revenue from Administrative Fees / 行政费用收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"605 - Výnosy ze správních poplatků / Revenue from Administrative Fees / 行政费用收入","B.I.5. - Výnosy ze správních poplatků / Revenue from Administrative Fees / 行政费用收入","605","","0","","Income","CZK"
"B.I.6. - Výnosy z místních poplatků / Revenues from Local Fees / 地方收费收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"606 - Výnosy z místních poplatků / Revenues from Local Fees / 地方收费收入","B.I.6. - Výnosy z místních poplatků / Revenues from Local Fees / 地方收费收入","606","","0","","Income","CZK"
"B.I.7. - Výnosy ze soudních poplatků / Revenue from Court Fees / 法院费用收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"607 - Výnosy ze soudních poplatků / Revenue from Court Fees / 法院费用收入","B.I.7. - Výnosy ze soudních poplatků / Revenue from Court Fees / 法院费用收入","607","","0","","Income","CZK"
"B.I.8. - Jiné výnosy z vlastních výkonů / Other Income from Own Activities / 其他自身活动收入","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"609 - Jiné výnosy z vlastních výkonů / Other Income from Own Activities / 其他自身活动收入","B.I.8. - Jiné výnosy z vlastních výkonů / Other Income from Own Activities / 其他自身活动收入","609","","0","","Income","CZK"
"B.I.9. - Smluvní pokuty a úroky z prodlení / Contract Penalties and Delay Interest / 合同违约金及迟延利息","B.I. - Výnosy z činnosti / Operating Income / 经营收入","","","1","","Income","CZK"
"641 - Smluvní pokuty a úroky z prodlení / Contract Penalties and Delay Interest / 合同违约金及迟延利息","B.I.9. - Smluvní pokuty a úroky z prodlení / Contract Penalties and Delay Interest / 合同违约金及迟延利息","641","","0","","Income","CZK"
"B.III. - Výnosy z daní a poplatků / Revenue from Taxes and Fees / 税收和费用收入","B. - VÝNOSY CELKEM / Total Revenues / 总收入","","","1","","Income","CZK"
"B.V.1. - Výnosy ze sdílené daně z příjmů fyzických osob / Revenue from Shared Income Tax on Individuals / 共享个人所得税收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"681 - Výnosy ze sdílené daně z příjmů fyzických osob / Revenue from Shared Income Tax on Individuals / 共享个人所得税收入","B.V.1. - Výnosy ze sdílené daně z příjmů fyzických osob / Revenue from Shared Income Tax on Individuals / 共享个人所得税收入","681","","0","","Income","CZK"
"B.V.2. - Výnosy ze sdílené daně z příjmů právnických osob / Revenues from Shared Income Tax on Legal Entities / 共享法人所得税收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"682 - Výnosy ze sdílené daně z příjmů právnických osob / Revenues from Shared Income Tax on Legal Entities / 共享法人所得税收入","B.V.2. - Výnosy ze sdílené daně z příjmů právnických osob / Revenues from Shared Income Tax on Legal Entities / 共享法人所得税收入","682","","0","","Income","CZK"
"B.V.3. - Výnosy ze sdílené daně z přidané hodnoty / Revenue from Shared Value Added Tax / 共享增值税收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"684 - Výnosy ze sdílené daně z přidané hodnoty / Revenue from Shared Value Added Tax / 共享增值税收入","B.V.3. - Výnosy ze sdílené daně z přidané hodnoty / Revenue from Shared Value Added Tax / 共享增值税收入","684","","0","","Income","CZK"
"B.V.4. - Výnosy ze sdílených spotřebních daní / Revenues from Shared Consumption Taxes / 共享消费税收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"685 - Výnosy ze sdílených spotřebních daní / Revenues from Shared Consumption Taxes / 共享消费税收入","B.V.4. - Výnosy ze sdílených spotřebních daní / Revenues from Shared Consumption Taxes / 共享消费税收入","685","","0","","Income","CZK"
"B.V.5. - Výnosy ze sdílených majetkových daní / Revenue from Shared Property Taxes / 共享财产税收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"686 - Výnosy ze sdílených majetkových daní / Revenue from Shared Property Taxes / 共享财产税收入","B.V.5. - Výnosy ze sdílených majetkových daní / Revenue from Shared Property Taxes / 共享财产税收入","686","","0","","Income","CZK"
"B.V.6. - Výnosy z ostatních sdílených daní a poplatků / Revenue from Other Shared Taxes and Fees / 其他共享税和费用收入","B.V. - Výnosy ze sdílených daní a poplatků / Revenue from Shared Taxes and Fees / 共享税和费用的收入","","","1","","Income","CZK"
"688 - Výnosy z ostatních sdílených daní a poplatků / Revenue from Other Shared Taxes and Fees / 其他共享税和费用收入","B.V.6. - Výnosy z ostatních sdílených daní a poplatků / Revenue from Other Shared Taxes and Fees / 其他共享税和费用收入","688","","0","","Income","CZK"
"A.II.1. - Pozemky / Land / 土地","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"031 - Pozemky / Land / 土地","A.II.1. - Pozemky / Land / 土地","031","","0","","Asset","CZK"
"A.II.2. - Kulturní předměty / Cultural Assets / 文化资产","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"032 - Kulturní předměty / Cultural Assets / 文化资产","A.II.2. - Kulturní předměty / Cultural Assets / 文化资产","032","","0","","Asset","CZK"
"A.II.3. - Stavby / Construction in Progress / 在建工程","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"021 - Stavby / Construction in Progress / 在建工程","A.II.3. - Stavby / Construction in Progress / 在建工程","021","","0","","Asset","CZK"
"A.II.4. - Samostatné hmotné movité věci a soubory hmotných movitých věcí / Tang. Movable Prop. / 有形动产","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"022 - Samostatné hmotné movité věci a soubory hmotných movitých věcí / Tang. Movable Prop. / 有形动产","A.II.4. - Samostatné hmotné movité věci a soubory hmotných movitých věcí / Tang. Movable Prop. / 有形动产","022","","0","","Asset","CZK"
"A.II.5. - Pěstitelské celky trvalých porostů / Perennial Plantations / 多年生种植园","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"025 - Pěstitelské celky trvalých porostů / Perennial Plantations / 多年生种植园","A.II.5. - Pěstitelské celky trvalých porostů / Perennial Plantations / 多年生种植园","025","","0","","Asset","CZK"
"A.II.6. - Drobný dlouhodobý hmotný majetek / Minor Long-term Tangible Assets / 次要长期有形资产","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"028 - Drobný dlouhodobý hmotný majetek / Minor Long-term Tangible Assets / 次要长期有形资产","A.II.6. - Drobný dlouhodobý hmotný majetek / Minor Long-term Tangible Assets / 次要长期有形资产","028","","0","","Asset","CZK"
"A.II.7. - Ostatní dlouhodobý hmotný majetek / Other Long-term Tangible Assets / 其他长期有形资产","A.II. - Dlouhodobý hmotný majetek / Long-term Tangible Assets / 长期有形资产","","","1","","Asset","CZK"
"029 - Ostatní dlouhodobý hmotný majetek / Other Long-term Tangible Assets / 其他长期有形资产","A.II.7. - Ostatní dlouhodobý hmotný majetek / Other Long-term Tangible Assets / 其他长期有形资产","029","","0","","Asset","CZK"
